overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
3,83,80,112996,225951
1,83,82,116300,242024
2,85,83,116300,267201
-1,83,84,116302,226177
-2,81,83,116302,226329
-2,76,78,116302,227381
-2,78,80,116302,227387
-2,76,78,116302,267220
-2,80,82,116304,241545
3,86,83,116304,266816
2,86,84,116304,266928
-1,82,83,116305,226335
1,87,86,116305,232073
-2,76,78,116305,267221
-2,76,78,116305,267264
2,86,84,116306,238212
3,87,84,116307,226890
-3,76,79,116308,267281
-2,76,78,116308,267318
-2,76,78,116308,267384
3,84,81,116309,267336
-2,82,84,116310,226336
-1,86,87,116310,232075
2,83,81,116312,231736
2,88,86,116325,227013
3,93,90,116325,227102
2,85,83,116325,227191
1,86,85,116325,227246
1,90,89,116325,236479
2,90,88,116325,237289
2,87,85,116325,242830
1,83,82,116325,242896
1,84,83,116325,262531
4,83,79,116326,233155
-2,77,79,116326,264865
2,85,83,116327,246630
3,84,81,116333,238422
1,83,82,116333,246774
2,83,81,116333,272008
-2,76,78,116334,245959
-3,76,79,116334,246364
-2,76,78,116334,272061
-3,76,79,116334,272064
-3,76,79,116334,272081
2,83,81,116336,227369
-2,78,80,116336,269131
-2,77,79,116336,272202
-2,77,79,116336,272213
-2,77,79,116337,227775
-1,77,78,131125,227207
