overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,59,58,59,57,59,59,563,53,58
1,67,69,68,72,69,67,687,73,69
1,67,69,68,71,69,68,689,71,69
1,67,68,67,66,66,66,694,70,67
-1,67,67,68,68,69,67,696,68,67
1,66,69,68,69,70,67,982,70,71
1,67,71,70,73,69,67,1473,74,69
2,62,67,65,67,66,65,1474,68,68
-1,65,65,66,67,66,63,1478,65,66
-2,56,55,57,58,57,54,1572,58,57
-2,66,65,67,67,70,63,110765,66,67
-1,63,67,68,69,69,61,111138,67,69
1,67,70,69,69,71,68,111140,73,71
1,70,71,70,74,70,70,111144,76,71
1,67,69,68,76,67,68,111724,79,68
1,66,68,67,64,69,66,111768,65,69
2,62,66,64,66,67,62,111779,69,69
-1,70,69,70,74,68,69,111928,73,67
-1,64,64,65,66,61,64,112115,66,60
3,63,67,64,74,65,65,112163,77,67
1,67,69,68,71,68,68,112540,72,70
-1,64,65,66,60,69,62,112558,60,67
1,66,70,69,72,71,65,112606,73,73
2,70,73,71,72,73,71,112996,75,73
1,66,69,68,74,67,66,113018,76,68
1,64,69,68,70,70,66,114161,73,71
1,76,77,76,67,76,75,116303,67,76
1,74,77,76,77,74,75,116307,79,74
-1,79,75,76,69,75,78,116308,69,74
-1,77,79,80,80,79,77,116310,79,78
1,84,86,85,85,87,85,116325,85,89
1,79,80,79,79,79,80,116326,80,80
1,79,80,79,80,79,80,116327,80,80
1,75,76,75,74,75,76,116328,74,76
1,68,72,71,72,72,69,116330,72,74
-1,70,68,69,70,69,69,116331,67,66
-1,74,73,74,74,73,72,116332,73,72
-2,75,73,75,72,77,73,116334,71,75
-1,74,75,76,78,77,73,116336,77,76
-1,74,74,75,77,75,72,116337,77,75
-2,70,67,69,66,68,68,116338,64,66
-1,73,72,73,75,74,71,116339,74,73
-2,70,68,70,69,71,69,116340,68,69
1,68,71,70,70,71,70,131391,72,73
