competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
68,4,11,101016,68,0,37,37,147,161297,153077,68400,101014,0,68
68,10,7,113142,68,0,37,37,178,161295,153078,72000,741,0,68
68,20,2,326,68,0,37,37,176,161297,153079,68400,746,0,68
68,9,17,101028,68,0,37,37,249,161297,153080,68400,101037,0,68
68,12,18,111117,68,0,37,37,178,161296,153081,57600,748,0,68
68,5,6,111339,68,0,37,37,193,161297,153082,68400,327,0,68
68,1,15,101033,68,0,37,37,147,161297,153083,68400,325,0,68
68,14,19,131389,68,0,37,37,469,161297,153084,68400,110776,0,68
68,13,8,101041,68,0,37,37,147,161296,153085,68400,101020,0,68
68,16,3,436,68,0,37,37,261,161297,153086,68400,101007,0,68
350,15,1,605,350,0,32,32,262,161294,153105,75600,112572,0,350
350,2,14,113037,350,0,32,32,149,161294,153106,75600,112139,0,350
350,18,8,112390,350,0,32,32,149,161294,153107,75600,113222,0,350
350,13,16,113060,350,0,32,32,149,161294,153108,75600,112408,0,350
350,3,12,112392,350,0,32,32,149,161294,153109,75600,112387,0,350
350,4,7,113057,350,0,32,32,149,161294,153110,75600,112393,0,350
350,10,5,607,350,0,32,32,345,161294,153111,75600,113217,0,350
350,9,6,112096,350,0,32,32,149,161294,153112,75600,111674,0,350
350,11,17,113058,350,0,32,32,149,161294,153113,75600,112883,0,350
66,15,1,110745,66,0,33,33,176,161296,156050,63000,112511,0,66
66,16,4,873,66,0,33,33,261,161296,156051,63000,111083,0,66
66,8,3,1871,66,0,33,33,176,161296,156052,63000,110749,0,66
66,5,7,110746,66,0,33,33,178,161296,156053,63000,420,0,66
66,9,14,114393,66,0,33,33,178,161296,156054,63000,111086,0,66
66,10,13,111088,66,0,33,33,35,161296,156055,63000,301,0,66
66,2,6,114326,66,0,33,33,469,161296,156056,63000,111092,0,66
66,12,17,874,66,0,33,33,182,161296,156057,63000,110747,0,66
66,11,18,111085,66,0,33,33,182,161296,156058,63000,114004,0,66
2222,9,6,116328,2222,0,27,27,388,161295,157049,64800,116332,0,2222
2222,13,3,116327,2222,0,27,27,364,161295,157050,72000,131125,0,2222
2222,15,4,116333,2222,0,27,27,396,161296,157051,43200,116340,0,2222
2222,5,12,116330,2222,0,27,27,392,161297,157052,66600,116334,0,2222
2222,1,10,116331,2222,0,28,28,395,161297,157053,43200,116325,0,2222
2222,14,16,116338,2222,0,27,27,229,161296,157054,43200,131391,0,2222
2222,2,8,116336,2222,0,27,27,397,161297,157055,59400,116326,0,2222
2222,7,11,116339,2222,0,27,27,10,161297,157056,43200,116337,0,2222
31,12,4,45,31,0,37,37,247,161296,158003,64800,111811,0,31
31,19,7,115841,31,0,37,37,195,161297,158004,74700,111974,0,31
31,20,2,47,31,0,37,37,5,161296,158005,74700,110373,0,31
31,14,10,116365,31,0,37,37,195,161297,158006,64800,347,0,31
31,1,13,206,31,0,37,37,261,161297,158007,74700,44,0,31
31,9,5,115845,31,0,36,37,193,161297,158008,64800,54,0,31
31,8,15,1842,31,0,37,36,193,161294,158009,74700,110374,0,31
31,6,18,1746,31,0,37,37,33,161297,158010,74700,114912,0,31
31,17,16,111657,31,0,37,37,178,161297,158011,74700,55,0,31
31,3,11,110556,31,0,37,37,147,161295,158012,74700,189,0,31
53,18,20,1861,53,0,37,37,481,161296,158763,66600,1968,0,53
53,9,14,450,53,0,37,37,394,161297,158764,58500,461,0,53
53,17,12,1860,53,0,37,37,390,161297,158765,50400,453,0,53
53,19,3,110062,53,0,37,37,400,161295,158766,75600,110832,0,53
53,10,15,472,53,0,37,37,391,161297,158767,54900,463,0,53
53,8,11,479,53,0,37,37,437,161296,158768,50400,483,0,53
53,5,16,480,53,0,37,37,429,161296,158769,66600,448,0,53
53,7,1,243,53,0,37,37,2,161296,158770,75600,449,0,53
53,4,6,457,53,0,37,37,397,161296,158771,58500,240,0,53
53,2,13,481,53,0,37,37,389,161297,158772,75600,241,0,53
54,18,14,1854,54,0,40,40,183,161297,159213,66600,110069,0,54
54,12,11,10846,54,0,40,40,228,161297,159214,66600,260,0,54
54,16,8,468,54,0,40,40,465,161297,159215,66600,131110,0,54
54,17,13,100851,54,0,40,40,193,161297,159216,66600,110839,0,54
54,20,10,1853,54,0,40,40,396,161297,159217,66600,100831,0,54
54,1,9,110242,54,0,40,40,34,161297,159218,66600,100888,0,54
54,15,5,456,54,0,40,40,179,161297,159219,66600,244,0,54
54,21,6,110827,54,0,40,40,147,161297,159220,66600,114554,0,54
54,22,2,462,54,0,40,40,427,161297,159221,66600,110902,0,54
54,4,19,113356,54,0,40,40,34,161297,159222,66600,452,0,54
54,3,7,459,54,0,40,40,179,161297,159223,66600,467,0,54
39,1,14,101112,39,0,13,15,248,161296,161541,0,112893,0,39
39,11,22,112885,39,0,13,13,402,161296,161542,70200,112996,0,39
39,16,13,114640,39,0,14,13,193,161296,161543,70200,112134,0,39
39,28,17,688,39,0,14,14,32,161296,161544,70200,693,0,39
