overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
2,90,88,1,222665
1,90,89,9,203376
-2,87,89,9,209331
2,91,89,9,212831
1,91,90,10,231866
2,89,87,10,237692
-1,90,91,10,239085
3,88,85,11,200145
-2,82,84,13,203841
2,89,87,18,200104
-3,84,87,21,167495
-2,83,85,21,209658
-3,84,87,21,212622
-1,83,84,21,235243
-1,85,86,44,177683
2,88,86,44,224232
1,89,88,44,231478
-2,82,84,45,210008
-2,83,85,45,239580
-1,83,84,45,246430
-1,83,84,240,193747
-2,86,88,240,194765
-1,87,88,240,200389
-2,82,84,240,201153
-2,82,84,240,212616
-2,82,84,240,226161
2,92,90,241,188545
1,90,89,241,192448
-2,83,85,241,241486
2,88,86,241,251854
-2,84,86,243,205452
-2,86,88,243,239053
-2,84,86,243,240130
-2,82,84,483,189513
3,89,86,112387,204485
1,89,88,115998,226302
2,89,87,115998,241846
-1,84,85,116009,227110
3,90,87,116009,245802
3,88,85,116009,265239
2,90,88,116010,227323
-3,83,86,116012,247504
3,88,85,116017,257001
3,89,86,116017,257008
-1,84,85,116312,237673
3,89,86,116325,227013
3,93,90,116325,227102
3,94,91,116325,227203
3,93,90,116325,241667
3,88,85,116325,242830
