overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
4,81,77,695,190584
-2,73,75,1473,213189
2,82,80,111651,198219
-2,72,74,111928,248231
3,83,80,112885,245371
3,85,82,112893,189332
2,81,79,112996,167948
-2,76,78,113018,189117
1,83,82,116300,242024
-2,74,76,116300,247512
-2,80,82,116300,264011
-1,80,81,116300,266549
2,85,83,116300,267201
2,86,84,116302,226177
2,84,82,116303,233838
2,84,82,116303,243775
1,83,82,116303,266091
2,82,80,116303,267238
-2,73,75,116303,267369
2,86,84,116304,266928
-2,73,75,116304,267261
2,85,83,116305,226335
2,88,86,116305,232073
1,82,81,116305,267272
1,84,83,116306,227405
2,86,84,116306,238212
-2,76,78,116306,265854
2,86,84,116307,226890
2,84,82,116308,267240
-4,72,76,116308,267505
2,90,88,116309,226893
-2,75,77,116309,227359
2,84,82,116309,232077
2,83,81,116309,267336
1,83,82,116309,267339
-1,76,77,116310,226350
-2,78,80,116310,228628
2,89,87,116310,232075
-2,81,83,116310,236640
-2,75,77,116310,243770
-3,76,79,116311,243776
-3,72,75,116311,267298
-3,73,76,116311,267367
-1,86,87,116312,226301
-1,79,80,116312,236641
-1,84,85,116312,237673
-2,77,79,116312,267381
-3,78,81,116312,267382
-2,77,79,116312,267386
-2,75,77,116312,272114
