overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-2,66,64,66,64,68,64,298,63,66
1,64,67,66,68,65,66,300,69,65
2,67,70,68,72,68,69,417,72,71
2,67,70,68,72,69,69,687,73,69
1,67,69,68,71,69,69,689,70,69
-1,69,68,69,69,71,67,691,66,71
1,68,69,68,76,68,67,693,76,70
1,69,71,70,71,71,69,697,73,72
1,67,70,69,69,68,68,698,70,70
-1,56,57,58,60,59,55,837,60,58
2,65,66,64,62,64,69,922,62,66
-2,65,65,67,66,67,63,980,64,67
1,66,69,68,70,70,67,982,71,70
-1,62,62,63,65,63,62,983,64,61
-1,63,63,64,62,65,63,1456,62,64
-2,69,67,69,71,68,66,1477,71,66
-3,56,54,57,58,56,52,1572,55,54
-1,64,63,64,64,62,62,1756,66,62
1,68,70,69,73,68,68,101112,75,69
-1,66,66,67,67,70,65,110765,66,68
1,68,69,68,71,68,70,110955,70,69
1,65,69,68,69,68,64,111139,70,70
2,67,71,69,69,71,67,111140,73,73
1,70,71,70,74,70,70,111144,74,71
1,67,69,68,76,67,67,111724,79,69
1,66,68,67,64,69,67,111768,65,70
2,62,67,65,70,67,63,111779,74,70
1,67,69,68,71,68,67,112540,73,69
2,64,68,66,60,69,67,112558,64,70
1,65,69,68,68,70,64,112828,71,72
1,66,70,69,72,70,68,112885,73,71
2,70,73,71,72,73,71,112996,74,74
-1,61,61,62,62,63,58,114628,63,62
1,76,77,76,67,76,77,116303,67,76
-1,74,76,77,75,74,74,116306,74,73
1,74,77,76,77,74,76,116307,78,75
-1,74,76,77,78,76,73,116311,78,75
1,65,68,67,71,64,67,116360,72,67
-2,61,60,62,68,63,59,131173,68,62
