playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,233934,236988,-1,-1,222665,-1,271808,231936,-1,-1,235790,240273,-1,-1,-1,209989,222665,-1,-1,234378,-1,246669,205498,-1,222665,207421,243715,246669,-1,-1,232938,-1,-1,201118,265693,-1,251566,231448,227813,-1,-1,-1,1,251805,248732,230666,-1,232580,222665,-1,222665,271743,-1,256958,220901,274387,-1,-1,246669,-1,222665,273925,213051,251566,-1,253452
-1,202811,241852,-1,-1,236499,-1,266609,227174,-1,275266,229906,267849,-1,-1,-1,238067,236987,-1,-1,236499,-1,210881,207948,-1,236499,216393,227678,236499,274348,-1,219693,-1,-1,217036,205989,-1,236499,212501,200458,-1,-1,-1,2,278017,212419,247172,-1,241464,210881,-1,236499,226162,-1,220440,207557,246923,-1,-1,236499,210635,236499,268583,268550,221697,-1,256556
-1,240595,220139,-1,-1,257063,-1,264747,232185,-1,-1,246349,234177,-1,-1,-1,212099,259240,-1,-1,234319,-1,257063,264120,-1,257063,238196,242751,234319,-1,-1,238336,-1,-1,256366,248492,-1,234319,231540,235770,-1,-1,-1,3,256358,274959,213905,-1,221281,234319,-1,257063,256965,-1,273771,243158,277556,-1,-1,220139,-1,257063,248534,251522,264746,-1,218343
-1,234803,220039,-1,-1,212366,-1,-1,229073,-1,-1,212366,246002,-1,-1,-1,235807,255913,-1,-1,231951,-1,221705,243849,-1,212366,236321,224447,212366,-1,-1,254522,-1,-1,272886,263906,-1,231951,212992,248718,-1,-1,-1,4,252895,244559,165191,-1,212090,212090,-1,212366,240912,-1,239540,219795,-1,-1,-1,220039,-1,212366,-1,278712,225867,-1,-1
-1,228789,247090,-1,-1,247090,-1,274066,259307,-1,257239,202652,230918,-1,-1,-1,257084,256079,-1,-1,238216,-1,246340,229984,-1,247090,257534,229942,247090,204246,-1,239231,-1,-1,238074,242578,-1,247090,256268,262859,-1,-1,-1,5,263620,232411,254796,-1,164240,238216,-1,202652,248695,-1,248465,269626,259356,-1,-1,247090,235454,247090,277904,277795,259197,-1,264115
-1,204935,236276,-1,-1,243282,-1,247764,257896,-1,-1,208135,180216,-1,-1,-1,232080,243282,-1,-1,193474,-1,257057,243657,-1,152908,270866,202695,243282,-1,-1,207599,-1,-1,263168,244380,-1,152908,225793,152908,-1,-1,-1,7,211117,277434,221479,-1,247649,202695,-1,152908,118794,-1,264039,237704,246950,-1,-1,236276,-1,152908,-1,211575,251892,-1,-1
-1,242656,247249,-1,-1,251954,-1,263734,186156,-1,-1,251954,246053,-1,-1,-1,243669,270208,-1,-1,235735,-1,258906,248384,-1,235735,232104,229266,251954,-1,-1,189456,-1,-1,206534,245715,-1,251954,213654,208892,-1,-1,-1,8,253969,241184,270206,-1,239360,239360,-1,251954,237935,-1,254121,193331,270209,-1,-1,247249,-1,251954,203570,243390,245637,-1,243702
-1,212831,209331,-1,-1,231281,-1,271976,231281,-1,278292,242434,266815,-1,-1,-1,189509,236772,-1,-1,239837,-1,242516,232487,-1,231281,253072,237678,231281,253428,-1,246104,-1,-1,273651,197061,-1,216267,246174,216267,-1,-1,-1,9,271975,194911,224458,-1,203376,203376,-1,231281,259430,-1,225100,240913,260406,-1,-1,209331,247507,231281,264298,232223,241084,-1,271974
-1,210257,239085,-1,-1,237692,-1,262981,188377,-1,-1,246191,241811,-1,-1,-1,246420,207410,-1,-1,231866,-1,237692,229237,-1,246191,224081,203574,237692,-1,-1,208920,-1,-1,157804,271574,-1,246191,253124,251517,-1,-1,-1,10,192985,253715,218667,-1,239818,188377,-1,246191,261621,-1,277295,200159,263955,-1,-1,239085,-1,237692,277427,234777,206517,-1,-1
-1,226753,211300,-1,-1,212198,-1,233064,229880,-1,268443,212198,169588,-1,-1,-1,224158,190460,-1,-1,200145,-1,255475,237238,-1,212198,268438,221660,212198,260910,-1,203263,-1,-1,254088,245279,-1,212198,253283,234574,-1,-1,-1,11,221363,269136,259399,-1,239301,212198,-1,212198,238041,-1,233049,243647,163264,-1,-1,212198,268445,212198,201535,258171,231677,-1,205988
