overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,80,84,83,83,84,83,1,84,86
1,81,81,80,80,78,82,13,80,79
-1,83,83,84,90,81,83,21,88,81
-1,76,75,76,75,76,75,23,74,76
1,80,82,81,82,83,80,32,83,84
1,75,77,76,77,75,78,36,78,77
1,83,83,82,82,82,84,44,83,83
1,75,77,76,79,75,76,54,80,76
-1,75,75,76,77,77,73,66,76,76
1,76,78,77,79,77,77,69,79,77
-1,72,72,73,73,73,72,71,71,71
-1,73,75,76,77,76,72,74,77,76
-1,73,73,74,73,75,72,78,71,75
-1,74,73,74,73,72,74,86,70,71
-1,76,76,77,78,77,75,110,78,76
-1,75,76,77,74,76,75,175,71,75
1,77,78,77,76,77,79,219,78,78
-1,79,78,79,79,80,76,234,78,79
2,77,79,77,79,77,79,236,79,78
1,78,79,78,79,79,78,237,80,79
1,74,76,75,77,75,74,245,77,76
1,78,77,76,75,76,78,246,76,76
1,76,79,78,79,78,77,326,80,78
-1,73,74,75,73,74,72,327,73,74
-1,74,73,74,72,75,73,379,71,74
-1,72,73,74,70,75,71,436,70,73
1,74,77,76,79,76,74,450,79,77
-1,80,79,80,79,82,79,457,79,81
-1,75,74,75,73,75,74,461,75,74
1,75,77,76,77,76,76,479,78,77
1,77,79,78,80,78,77,483,80,79
1,75,79,78,81,78,76,605,81,79
-1,76,76,77,75,77,75,1799,74,77
-1,78,76,77,75,77,77,1808,75,76
-1,76,76,77,76,76,76,1824,74,76
1,74,76,75,74,75,76,1876,76,76
-1,75,73,74,75,73,75,1877,74,72
-1,73,73,74,76,73,72,110832,75,73
-1,74,74,75,75,75,74,111811,74,74
-1,73,74,75,78,73,71,111974,77,72
1,73,76,75,86,77,73,112139,86,78
1,79,81,80,83,79,79,114912,85,80
1,83,84,83,83,83,84,116009,83,84
1,82,84,83,83,82,84,116010,83,83
-2,77,76,78,79,78,75,116015,79,77
1,79,81,80,82,82,79,116017,84,83
-2,72,72,74,76,71,70,116020,76,70
1,81,82,81,83,80,81,116034,84,80
1,75,77,76,77,77,75,116036,78,78
-1,74,73,74,73,73,72,116416,73,73
