overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,75,77,76,79,76,76,7,79,76
-1,78,81,82,80,83,78,11,79,82
-1,69,70,71,65,71,68,12,65,70
1,81,81,80,80,80,81,13,80,81
-1,75,76,77,75,78,75,14,74,78
1,83,85,84,90,85,84,21,91,85
1,79,81,80,82,81,81,32,82,81
1,73,75,74,77,73,75,36,79,73
-2,73,72,74,75,74,71,38,73,71
1,82,83,82,81,82,83,44,82,83
1,75,77,76,80,76,75,65,81,76
1,84,84,83,84,79,84,73,85,79
-1,74,75,76,78,77,73,74,77,76
-1,75,76,77,76,78,72,175,75,77
1,73,75,74,73,76,74,189,73,76
1,73,75,74,73,73,75,229,74,74
1,75,77,76,79,76,75,247,79,78
1,78,80,79,77,79,78,448,80,80
1,75,77,76,79,76,76,450,79,76
1,78,80,79,80,81,79,457,81,82
1,73,75,74,75,75,74,472,77,75
-1,75,75,76,76,77,73,480,75,76
1,74,78,77,79,78,74,605,82,79
-2,73,71,73,72,74,71,1794,69,73
1,73,75,74,69,74,74,1796,69,75
-2,71,70,72,72,72,69,1815,70,70
-1,76,75,76,75,76,74,1824,73,75
1,74,76,75,75,75,75,1861,75,76
-1,72,71,72,72,71,73,101014,74,71
-1,73,72,73,73,73,72,101016,73,72
-1,72,73,74,77,74,72,110832,75,74
-1,74,74,75,75,75,74,111811,73,75
1,71,75,74,77,74,72,112387,79,77
1,81,84,83,84,82,82,116009,85,82
-1,78,76,77,77,74,76,116011,77,74
1,77,81,80,81,81,78,116012,81,82
-2,74,73,75,75,75,72,116013,74,74
-1,75,74,75,75,74,73,116014,74,74
-1,76,76,77,80,78,74,116015,79,77
1,73,75,74,76,73,73,116016,77,74
1,79,81,80,83,81,80,116017,84,82
-1,74,72,73,75,70,73,116020,75,71
1,79,82,81,83,80,79,116034,84,81
-1,73,72,73,75,72,70,116042,75,72
-1,73,74,75,76,74,73,116328,76,73
-1,74,73,74,74,74,73,116332,73,73
-1,75,75,76,78,76,74,116334,79,76
-1,72,72,73,75,74,71,116339,73,73
2,74,76,74,72,74,76,116343,73,77
-1,74,73,74,74,73,73,116416,74,73
