homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
8,5,17,1,16,9,60,0,0,0,0,0,1,1,0,21112,10,5,0,17,269,0,5,10,34,0,2,0,0,0,1,3,1,63
8,9,15,6,11,11,13,0,0,0,0,0,1,1,0,10100,8,5,1,17,270,8,3,3,27,0,2,0,2,0,4,1,2,46
10,3,10,4,11,7,73,0,0,0,0,0,1,1,0,21212,10,4,2,17,271,10,3,8,28,0,2,0,0,0,1,5,2,53
17,8,8,9,13,8,40,0,0,0,0,0,1,1,10,11021,5,0,3,17,272,5,4,3,17,2,6,0,1,0,2,2,3,30
9,1,16,2,18,12,46,0,0,0,0,1,1,1,0,22100,10,5,4,17,819,10,5,0,33,2,3,0,2,0,1,2,1,50
10,11,9,11,7,11,40,0,0,0,0,0,1,1,10,10211,4,2,5,17,822,4,1,5,14,2,4,0,1,0,5,3,2,36
10,4,12,8,4,14,46,0,0,0,0,0,1,1,0,1202,3,4,6,16,1443,3,1,3,19,1,1,0,0,0,6,1,3,36
6,7,12,3,17,13,100,0,0,0,0,0,1,1,0,22222,0,5,7,16,1516,10,5,0,33,2,1,0,0,0,2,1,2,80
15,6,9,10,9,16,13,0,0,0,0,0,1,1,10,101,5,2,8,17,1786,5,1,3,16,2,3,0,1,0,4,3,4,36
5,2,13,5,13,9,33,0,0,0,0,0,1,1,0,2011,8,4,9,17,1788,8,3,10,27,2,1,0,1,0,3,3,3,36
20,12,4,12,5,15,26,0,0,0,0,0,1,1,3,210,4,0,10,17,2002,4,1,5,7,2,7,0,2,0,5,3,1,16
12,10,15,7,6,15,33,0,0,0,0,0,1,1,0,1012,3,3,11,17,15001,3,2,5,20,0,2,0,0,0,5,1,4,40
6,11,16,2,16,11,86,0,0,0,0,0,4,4,0,22122,10,6,12,16,229,10,4,10,34,1,0,1,0,0,2,3,1,70
3,3,21,4,10,10,66,0,0,0,0,1,4,4,0,2212,10,6,13,16,230,10,1,0,27,2,0,1,0,0,3,4,2,53
7,4,18,5,11,8,66,0,0,0,0,0,4,4,0,20122,10,4,14,16,231,10,3,0,26,2,0,1,0,0,4,1,4,43
7,6,8,9,8,16,26,0,0,0,0,0,4,4,0,1020,3,3,15,16,232,3,2,10,20,3,2,0,2,0,4,2,3,56
11,9,13,12,4,14,26,0,0,0,0,0,4,4,0,21,3,4,16,16,670,3,0,10,17,3,1,0,1,0,6,2,3,43
11,1,16,6,14,6,46,0,0,0,0,0,4,4,0,20201,10,2,17,16,673,10,4,0,25,2,1,0,1,0,2,2,5,46
10,5,15,3,11,8,60,0,0,0,0,0,4,4,0,22111,10,4,18,16,674,10,3,8,29,0,0,1,1,0,1,4,4,50
10,12,7,8,13,14,60,0,0,0,0,0,4,4,0,21112,8,3,19,16,680,8,2,8,22,1,3,0,0,0,1,5,2,46
19,7,9,15,12,13,26,0,0,0,0,0,4,4,0,2100,4,1,20,16,681,4,1,3,11,3,6,0,2,0,3,4,1,33
9,8,11,7,8,7,46,0,0,0,0,0,4,4,0,20120,8,5,21,16,1750,8,3,10,25,2,3,0,2,0,4,1,0,43
18,15,11,13,8,15,33,0,0,0,0,0,4,4,0,21001,5,2,22,16,2013,5,2,4,15,1,4,0,1,0,5,1,2,16
9,2,23,1,14,8,86,0,0,0,0,0,4,4,0,22212,0,7,23,16,2014,0,5,10,38,0,1,0,0,0,1,1,1,93
11,16,8,11,10,16,33,0,0,0,0,0,4,4,0,1201,3,2,24,16,8001,3,2,4,18,0,2,0,1,0,4,2,4,26
14,14,7,16,4,19,13,0,0,0,0,0,4,4,0,1001,4,2,25,16,100081,4,0,4,10,2,4,0,1,0,6,2,2,30
9,10,11,14,9,22,0,0,0,0,0,0,4,4,0,0,5,2,26,16,100087,5,1,3,12,2,4,0,2,0,6,1,2,23
7,13,7,10,9,14,46,0,0,0,0,0,4,4,0,1220,3,3,27,16,110724,3,2,4,18,0,4,0,2,0,4,2,1,26
8,3,16,8,12,17,86,0,0,0,0,0,10,10,0,22122,8,4,28,13,245,8,1,0,18,3,2,0,0,0,3,3,0,43
5,1,21,2,20,8,60,0,0,0,0,1,10,10,0,2220,10,5,29,14,246,10,5,0,32,2,1,0,2,0,1,1,1,80
4,2,24,1,26,2,100,0,0,0,1,0,10,10,0,22222,0,7,30,14,247,0,7,0,42,1,0,1,0,1,0,0,0,100
7,13,12,11,3,17,46,0,0,0,0,0,10,10,0,10202,3,4,31,14,634,3,0,3,16,1,1,0,0,0,5,2,2,33
16,14,8,17,7,20,6,0,0,0,0,0,10,10,0,1000,4,2,32,14,645,4,0,5,8,2,4,0,2,0,6,1,1,26
16,7,9,14,5,9,46,0,0,0,0,0,10,10,0,11121,3,1,33,14,1903,3,2,8,13,2,3,0,1,0,4,1,3,43
13,9,7,13,5,10,26,0,0,0,0,0,10,10,0,21,3,2,34,13,1905,3,2,5,13,0,4,0,1,0,4,0,1,43
2,4,18,3,12,5,53,0,0,0,0,0,10,10,0,21021,10,5,35,13,1906,10,4,10,30,1,0,1,1,0,1,2,1,70
9,5,13,4,15,6,53,0,0,0,0,0,10,10,0,21102,10,5,36,14,1908,10,4,10,30,1,1,0,0,0,1,2,1,60
