isloantobuy,teamidloanedfrom,playerid,loandateend
0,1917,70030,161332
0,44,70071,161332
0,144,70099,161332
0,115995,70145,161332
0,10031,70201,161332
0,1877,70291,161516
0,111022,70691,161516
0,1943,70734,161332
0,17,70741,161332
0,149,70836,161332
0,110902,70896,161516
0,1896,70908,161332
0,819,71174,161332
0,379,72022,161332
0,452,173608,161332
0,112199,179573,161516
0,1793,181468,161332
0,189,184200,161332
0,1939,184624,161332
0,110556,185144,161332
0,8,186156,161332
0,325,186190,161332
0,1940,186590,161332
0,14,189165,161332
0,570,189730,161332
0,110373,191011,161332
0,111811,192071,161332
0,111434,192073,161332
0,5,192505,161332
0,110738,192587,161332
0,34,192660,161332
0,256,193272,161332
0,481,193283,161332
0,1919,194017,161332
0,1846,194753,161332
0,206,195272,161332
0,449,197891,161332
0,114554,199101,161332
0,80,199146,161332
0,50,199559,161332
0,1837,199763,161332
0,114326,199912,161332
0,13,200478,161332
0,58,201138,161332
0,1804,201457,161332
0,570,201530,161332
0,112499,201914,161332
0,74,201976,161332
0,112224,202157,161332
0,77,203139,161332
0,144,203485,161332
0,570,203668,161332
0,1917,204217,161332
0,468,204234,161332
0,206,204451,161332
0,111399,204701,161332
0,73,205069,161332
0,111811,205089,161332
0,89,205145,161332
0,115841,205343,161332
0,436,205427,161332
0,1860,205495,161332
0,111811,205659,161332
0,1952,205818,161332
0,111117,206104,161332
0,13,206115,161332
0,1745,206551,161332
0,5,206585,161332
0,13,207807,161332
0,15015,207828,161332
0,112096,208008,161332
0,436,208260,161332
0,114912,208596,161332
0,5,208670,161332
0,94,208989,161332
0,112390,209166,161332
0,112387,210192,161332
0,205,210384,161332
0,462,210463,161332
0,10,210514,161332
0,461,210617,161332
0,144,210625,161332
0,1943,210644,161332
0,206,210964,161332
0,4,211204,161332
0,1943,211384,161332
1,115845,211515,161332
0,12,211604,161332
0,7,211784,161332
0,1947,212006,161332
0,112172,212188,161332
0,17,212382,161332
0,2,212501,161332
0,149,212513,161332
0,8,212602,161332
0,481,212678,161332
0,47,213135,161332
0,1802,213634,161332
0,1943,213693,161332
0,1795,213699,161332
0,1745,213829,161332
0,112139,213901,161332
0,76,213928,161332
0,576,213949,161332
0,32,213955,161332
0,1847,213993,161332
0,483,214026,161332
0,121,214525,161332
0,468,215213,161332
0,1860,215322,161332
0,44,215330,161332
0,115845,215333,161332
0,111811,215689,161332
0,112096,216247,161332
0,112139,216320,161332
0,450,216452,161332
0,89,216467,161332
0,1943,216627,161332
0,325,216643,161332
0,1808,218339,161332
0,219,219681,161332
0,467,219777,161332
0,1746,219952,161332
0,110556,219984,161332
0,1939,220045,161332
0,175,220085,161332
0,1877,220148,161516
0,1943,220196,161332
0,457,220414,161332
0,241,220440,161332
0,50,220528,161332
0,19,220621,161332
0,110395,220624,161881
0,112172,220651,161332
0,1925,220901,161332
0,110556,220912,161332
0,561,221141,161302
0,1824,221323,161332
1,11,221363,161332
0,112139,221498,161332
0,112259,221538,161302
0,111715,221619,161516
0,607,221772,161332
0,112713,221955,161516
0,111708,221990,161332
0,111434,222355,161332
0,1831,222475,161332
0,101085,222693,161516
0,1936,222979,161332
0,110373,223137,161332
0,65,223139,161332
0,205,223157,161332
0,1860,223197,161332
0,1530,223224,161332
0,110832,223283,161332
0,1796,223689,161332
0,1798,223727,161332
0,21,223885,162062
0,1796,223926,161332
0,1961,224021,161332
0,111974,224030,161332
0,10,224081,161332
0,110374,224158,161332
0,449,224179,161332
0,114640,224301,161332
0,1809,224322,161332
0,110,224411,161332
0,272,224436,161302
0,64,224438,161332
0,111811,224508,161332
0,1933,224543,161332
0,325,224718,161332
0,113142,224756,161332
0,1807,224855,161332
0,206,224933,161332
0,112096,224962,161332
0,7,225024,161332
0,1746,225117,161332
0,361,225125,161332
0,106,225134,161332
0,1796,225147,161332
0,243,225161,161332
0,113974,225189,161332
0,468,225204,161332
0,17,225263,161332
0,89,225279,161332
0,1013,225282,161516
0,55,225410,161332
0,121,225542,161332
0,38,225632,161332
0,110556,225652,161332
0,109,225668,161332
0,111710,225858,161516
0,101047,225931,161332
0,308,225959,161332
0,14,225974,161332
0,1746,225995,161332
0,111399,225998,161485
0,111974,226108,161332
0,244,226215,161332
0,115841,226356,161332
0,78,226430,161332
0,110556,226468,161332
0,1,226491,161332
0,28,226524,161332
0,86,226568,161332
0,116280,226991,161332
0,1876,227186,161332
0,10029,227503,161332
1,1831,227558,161332
0,64,227622,161332
0,266,227706,161332
0,111674,227785,161332
0,101085,227903,161881
0,1951,227945,161332
0,1797,227951,161332
0,1837,228378,161332
0,95,228410,161332
0,1837,228413,161332
0,111817,228431,161332
0,32,228505,161332
0,1961,228517,161332
0,160,228614,161332
1,115845,228698,161332
0,347,228751,161332
0,1843,228788,161332
0,112172,228941,161332
0,1925,228997,161332
0,462,229010,161332
0,1796,229091,161332
0,18,229266,161332
0,1831,229286,161332
0,15015,229373,161332
0,81,229398,161332
0,467,229428,161332
0,1516,229436,161332
0,36,229453,161332
0,1842,229636,161332
0,47,229758,161332
0,1932,229771,161332
0,101037,229865,161332
0,71,229971,161332
0,231,230043,161332
0,166,230065,161332
0,326,230624,161332
0,45,230658,161332
0,14,230708,161332
0,66,230717,161332
