overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,83,84,83,84,80,84,9,85,81
1,79,82,81,80,82,79,22,82,82
1,76,77,76,75,76,77,23,74,77
-1,77,75,76,76,76,76,25,75,75
1,80,82,81,83,82,81,32,83,83
2,74,77,75,79,74,75,36,80,76
-1,79,79,80,77,80,78,45,76,80
-1,80,80,81,82,78,80,47,81,79
1,75,77,76,80,76,76,65,78,76
-1,75,74,75,76,73,74,66,75,71
-1,72,73,74,74,75,71,70,73,75
1,76,77,76,77,76,77,110,77,77
-1,74,74,75,73,75,74,169,73,73
-1,75,76,77,76,78,74,175,76,78
1,78,80,79,79,80,81,234,79,81
1,77,78,77,79,77,77,236,79,78
1,78,79,78,79,79,78,237,81,79
1,74,76,75,78,74,74,245,79,75
1,76,78,77,79,77,77,247,79,77
-1,71,73,74,69,75,69,436,68,75
-1,73,73,74,75,74,71,452,74,74
-1,75,75,76,77,77,74,453,76,77
1,78,79,78,79,78,79,483,82,80
-1,72,71,72,75,72,71,1809,73,71
1,76,77,76,76,75,77,1831,75,76
1,76,77,76,76,76,75,1860,78,77
-1,74,74,75,75,74,72,1861,74,74
-1,73,72,73,72,74,71,1906,71,73
1,78,79,78,77,78,79,110062,77,81
-1,75,77,78,78,77,75,110374,77,76
1,75,76,75,75,75,76,111811,76,75
-1,79,79,80,80,80,79,112172,80,79
1,77,79,78,79,78,77,115845,79,79
-2,73,73,75,78,75,72,115996,77,73
-1,76,76,77,77,77,75,115999,75,76
-1,72,72,73,72,72,71,116003,71,72
1,83,84,83,83,83,83,116009,84,83
1,82,84,83,74,81,83,116010,74,82
-1,78,76,77,76,74,78,116011,75,74
-1,77,77,78,80,78,76,116015,79,78
-1,73,72,73,75,73,73,116016,74,71
1,79,81,80,82,82,79,116017,83,84
1,83,85,84,86,83,84,116033,87,83
1,79,82,81,83,80,80,116034,85,80
-1,73,72,73,75,72,73,116042,74,72
1,78,80,79,79,78,80,116326,80,79
-1,75,74,75,78,74,74,116328,76,73
-1,78,78,79,82,79,77,116333,82,78
1,75,77,76,78,77,75,116336,78,78
-1,72,73,74,75,74,71,116343,74,73
