overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
2,88,86,1,234378
1,90,89,9,203376
-2,82,84,9,241084
1,91,90,21,202126
4,87,83,21,234396
-1,84,85,21,235243
-1,82,83,22,212190
-2,80,82,22,231447
-2,81,83,25,207862
1,88,87,32,256630
2,89,87,44,231478
-1,85,86,45,186153
-1,82,83,45,208574
-1,83,84,45,239580
-1,82,83,45,246430
-2,81,83,47,178509
-1,86,87,47,215698
-2,84,86,47,241721
-2,89,91,73,231747
-1,83,84,175,192984
3,87,84,234,183898
3,87,84,240,193747
1,89,88,240,194765
2,88,86,241,186942
-2,88,90,241,188545
-2,81,83,241,213661
2,89,87,241,228702
-2,84,86,241,253163
3,89,86,243,182521
-2,81,83,326,180930
-2,80,82,448,216201
-2,82,84,457,227127
-2,81,83,481,155862
-1,82,83,481,224334
3,87,84,115841,198706
-1,81,82,115999,265001
3,88,85,116009,233746
-2,83,85,116009,265239
3,87,84,116010,227255
2,90,88,116010,227323
2,88,86,116017,246219
3,87,84,116017,257001
2,88,86,116017,257008
3,89,86,116033,265674
2,88,86,116034,233662
2,90,88,116034,246272
2,92,90,116325,227102
1,89,88,116325,237289
1,91,90,116325,241667
-2,83,85,131219,227318
