overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,79,81,80,82,80,79,2,82,81
-1,79,79,80,77,78,79,5,78,79
1,84,84,83,84,81,84,9,85,81
1,78,79,78,78,79,77,19,79,80
-1,80,80,81,81,82,79,22,81,80
1,76,77,76,75,76,77,23,77,78
-1,73,73,74,73,74,72,31,73,73
1,79,81,80,81,81,81,32,81,82
1,82,83,82,82,82,82,44,83,83
1,75,76,75,76,74,76,54,77,74
-2,73,72,74,74,73,72,71,72,72
1,76,77,76,77,77,76,110,78,78
-1,76,76,77,75,77,75,144,77,76
-2,75,75,77,76,78,73,175,75,76
-1,78,77,78,76,78,79,219,75,78
1,78,77,76,76,75,79,246,76,76
2,75,78,76,79,76,76,247,80,78
-1,75,75,76,75,77,74,453,75,77
1,78,80,79,80,81,79,457,80,82
-1,76,74,75,75,74,74,461,75,73
-1,73,72,73,73,73,72,463,73,73
1,73,78,77,79,78,74,605,81,79
1,71,77,76,83,77,71,607,84,78
-2,77,75,77,75,75,76,1831,73,73
1,75,77,76,82,76,75,1860,82,77
-1,74,74,75,76,75,72,1861,76,74
1,72,77,76,77,77,74,1896,77,77
-1,72,72,73,71,75,71,1906,71,74
1,78,78,77,76,76,77,110062,77,78
1,74,77,76,86,77,75,112139,87,78
1,80,83,82,86,83,81,115995,86,83
-1,78,78,79,79,81,77,115997,79,81
-1,76,76,77,77,80,75,116002,77,80
-1,72,72,73,75,73,71,116003,75,73
1,83,84,83,87,82,84,116010,87,82
-1,78,76,77,78,75,77,116011,78,75
1,77,81,80,81,81,79,116012,81,81
-1,75,74,75,75,74,73,116014,74,73
1,76,78,77,80,78,78,116015,80,78
-1,73,73,74,76,73,73,116016,76,72
-1,79,79,80,83,81,78,116017,82,80
-1,74,72,73,75,70,73,116020,75,71
1,84,85,84,87,83,86,116033,88,84
1,80,82,81,83,79,80,116034,84,81
1,76,79,78,78,80,76,116035,79,81
-1,78,76,77,79,77,76,116037,77,76
1,78,80,79,81,80,79,116327,81,80
-1,73,74,75,76,74,72,116328,76,74
-1,74,73,74,74,74,72,116332,73,73
-1,79,80,81,82,82,79,116365,82,80
