playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,236988,-1,-1,222665,-1,271808,231936,-1,278779,235790,240273,-1,-1,-1,209989,222665,-1,-1,234378,-1,246669,205498,-1,222665,207421,243715,246669,278773,-1,232938,-1,-1,201118,265693,-1,251566,231448,227813,-1,-1,-1,1,251805,248732,230666,-1,232580,222665,-1,222665,271743,-1,256958,233934,274387,-1,-1,246669,-1,222665,273925,213051,251566,-1,253452
-1,202811,241852,-1,-1,236499,-1,266609,227174,-1,275266,210881,267849,-1,-1,-1,229906,236499,-1,-1,236987,-1,238067,207948,-1,236499,216393,227678,236499,274348,-1,219693,-1,-1,217036,205989,-1,236499,212501,200458,-1,-1,-1,2,278017,212419,247172,-1,241464,210881,-1,236499,226162,-1,220440,207557,246923,-1,-1,236499,210635,236499,268583,268550,221697,-1,256556
-1,243158,238196,-1,-1,257063,-1,277556,248492,-1,-1,238336,234319,-1,-1,-1,259240,232185,-1,-1,212099,-1,220139,256358,-1,235770,234177,242751,238196,-1,-1,264120,-1,-1,264746,278920,-1,238196,231540,235770,-1,-1,-1,3,240595,256366,213905,-1,221281,221281,-1,257063,274959,-1,273771,251522,256965,-1,-1,220139,-1,257063,248534,246349,257063,-1,218343
-1,234803,220039,-1,-1,212366,-1,-1,229073,-1,-1,212366,278712,-1,-1,-1,235807,255913,-1,-1,231951,-1,221705,243849,-1,212366,236321,254522,212366,-1,-1,263906,-1,-1,244559,246002,-1,231951,224447,248718,-1,-1,-1,4,212090,240912,165191,-1,239540,221705,-1,212366,-1,-1,212992,219795,-1,-1,-1,220039,-1,212366,-1,252895,225867,-1,-1
-1,228789,247090,-1,-1,247090,-1,274066,238074,-1,257239,257534,230918,-1,-1,-1,257084,256079,-1,-1,238216,-1,202652,239231,-1,247090,246340,229942,247090,204246,-1,242578,-1,-1,263620,259307,-1,247090,256268,262859,-1,-1,-1,5,229984,232411,254796,-1,164240,238074,-1,202652,248695,-1,248465,269626,259356,-1,-1,247090,235454,247090,277904,277795,259197,-1,264115
-1,204935,208135,-1,-1,243282,-1,247764,152908,-1,-1,257057,211575,-1,-1,-1,270866,243657,-1,-1,232080,-1,243282,193474,-1,152908,236276,202695,243282,-1,-1,207599,-1,-1,263168,257896,-1,152908,225793,244380,-1,-1,-1,7,211117,277434,251892,-1,247649,202695,-1,152908,118794,-1,264039,237704,246950,-1,-1,221479,-1,152908,-1,180216,221479,-1,-1
-1,242656,247249,-1,-1,251954,-1,263734,186156,-1,-1,251954,246053,-1,-1,-1,243669,270208,-1,-1,235735,-1,258906,248384,-1,251954,232104,229266,251954,-1,-1,189456,-1,-1,206534,245715,-1,251954,213654,208892,-1,-1,-1,8,253969,241184,270206,-1,239360,239360,-1,251954,237935,-1,254121,193331,270209,-1,-1,247249,-1,251954,203570,243390,245637,-1,243702
-1,212831,253072,-1,-1,231281,-1,271976,231281,-1,278292,242434,266815,-1,-1,-1,189509,236772,-1,-1,239837,-1,209331,246104,-1,231281,242516,237678,231281,253428,-1,246174,-1,-1,273651,197061,-1,216267,232487,216267,-1,-1,-1,9,271975,194911,224458,-1,203376,203376,-1,231281,259430,-1,225100,240913,278894,-1,-1,209331,260406,231281,264298,232223,241084,-1,271974
-1,210257,239085,-1,-1,237692,-1,262981,188377,-1,-1,246191,241811,-1,-1,-1,224081,218667,-1,-1,231866,-1,237692,229237,-1,246191,207410,203574,237692,-1,-1,208920,-1,-1,157804,271574,-1,246191,253124,251517,-1,-1,-1,10,192985,253715,246420,-1,239818,188377,-1,246191,261621,-1,277295,200159,263955,-1,-1,239085,-1,237692,277427,234777,206517,-1,-1
-1,226753,259399,-1,-1,212198,-1,254088,229880,-1,268443,212198,258171,-1,-1,-1,190460,224158,-1,-1,200145,-1,255475,237238,-1,212198,268438,203263,212198,260910,-1,221660,-1,-1,233049,245279,-1,212198,233064,234574,-1,-1,-1,11,221363,239301,211300,-1,169588,212198,-1,212198,201535,-1,253283,243647,205988,-1,-1,212198,268445,212198,238041,269136,231677,-1,163264
-1,239358,202693,-1,-1,183422,-1,203783,213697,-1,-1,253055,230807,-1,-1,-1,227806,253054,-1,-1,183422,-1,253407,260247,-1,183422,233487,229682,183422,-1,-1,262255,-1,-1,273535,259442,-1,183422,236530,260842,-1,-1,-1,12,260402,182365,237295,-1,211009,183422,-1,183422,271311,-1,241523,232110,253770,-1,-1,213697,-1,183422,221600,251176,261432,-1,232413
-1,203841,233731,-1,-1,186345,-1,270617,186345,-1,258513,223334,234742,-1,-1,-1,254243,247851,-1,-1,237161,-1,230977,218659,-1,186345,206085,203487,186345,275876,-1,262118,-1,-1,203775,266127,-1,186345,204355,198032,-1,-1,-1,13,237329,210972,196978,-1,210047,203487,-1,186345,186395,-1,207650,220407,198039,-1,-1,233731,-1,186345,274246,251809,242964,-1,271822
-1,233267,230978,-1,-1,236015,-1,170084,197853,-1,251524,237819,251530,-1,-1,-1,235642,235173,-1,-1,234078,-1,236015,225859,-1,236015,273106,202750,236015,268719,-1,243057,-1,-1,230708,206086,-1,236015,186801,224656,-1,-1,-1,14,225974,273018,192123,-1,278016,197853,-1,236015,240740,-1,207863,211990,213135,-1,-1,236015,251423,236015,261647,231340,257470,-1,219736
-1,172723,247279,-1,-1,238490,-1,276723,241075,-1,-1,233957,277658,-1,-1,-1,246604,193942,-1,-1,228120,-1,233276,186783,-1,238490,272365,230815,228120,-1,-1,242787,-1,-1,278027,230774,-1,238490,242961,208806,-1,-1,-1,15,274931,243393,225785,-1,193011,172723,-1,238490,265441,-1,257105,205352,237000,-1,-1,238490,-1,238490,262290,250804,238490,-1,235156
-1,243585,221841,-1,-1,202282,-1,244319,227927,-1,-1,202282,277561,-1,-1,-1,231044,237916,-1,-1,240097,-1,257612,256402,-1,202282,207807,252793,202282,-1,-1,276695,-1,-1,278957,225024,-1,202282,256035,226012,-1,-1,-1,17,217096,236325,226093,-1,220570,221841,-1,202282,258943,-1,222156,189324,202697,-1,-1,221841,-1,202282,271669,277922,263953,-1,248469
