overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,65,65,66,64,67,64,299,64,66
1,72,72,71,70,71,72,320,72,73
1,66,67,66,65,67,66,433,65,68
1,63,65,64,65,64,62,702,66,64
1,65,66,65,65,64,66,708,68,67
-1,66,67,68,66,68,66,710,64,67
1,67,69,68,66,69,68,711,66,72
2,65,67,65,65,65,67,919,66,70
2,65,66,64,62,64,67,922,64,67
2,66,70,68,70,70,67,982,71,71
-1,63,62,63,63,65,61,1439,62,63
1,61,63,62,64,61,60,1463,64,63
1,67,71,70,73,69,67,1473,74,70
1,69,70,69,71,68,69,1477,73,69
1,64,65,64,64,62,67,1756,65,63
1,61,62,61,61,61,62,1757,61,64
1,64,66,65,67,64,66,2056,68,65
1,68,69,68,71,68,69,110955,72,69
1,66,69,68,76,67,66,111724,76,68
-1,62,61,62,62,62,63,112072,61,62
1,64,65,64,66,60,66,112115,66,62
-2,61,61,63,66,63,59,112126,65,62
2,63,66,64,74,65,63,112163,74,66
1,64,67,66,60,69,66,112558,63,70
1,66,65,64,63,63,66,116361,64,65
