competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
65,10,5,834,65,1000,34,34,469,161085,150473,71100,111132,21021,65
65,4,6,837,65,11220,34,34,34,161085,150474,71100,305,2202,65
65,3,9,422,65,10211,33,34,34,161085,150475,71100,445,20002,65
65,1,2,423,65,21122,34,33,34,161085,150476,72000,306,20222,65
65,7,8,563,65,12010,34,34,34,161086,150477,64800,1572,22000,65
56,12,11,433,56,11,27,27,176,161087,151353,63000,321,22020,56
56,9,7,708,56,22222,27,27,261,161088,151354,68400,113458,2111,56
56,1,13,319,56,2222,27,27,178,161088,151355,69000,700,22100,56
56,2,8,702,56,22202,27,27,249,161087,151356,54000,320,1200,56
56,6,5,1439,56,20222,27,27,249,161087,151357,54000,112126,22022,56
56,3,10,112072,56,20212,27,27,228,161087,151358,54000,711,20001,56
56,4,14,111705,56,221,27,27,469,161086,151359,54000,710,1000,56
56,15,16,113743,56,10,27,27,35,161086,151360,63000,113892,0,56
41,6,1,918,41,2002,25,25,34,161088,151577,66600,299,12222,41
41,16,11,1463,41,10122,25,25,34,161086,151578,64800,1755,122,41
41,4,5,417,41,20202,25,25,178,161088,151579,75600,418,21200,41
41,12,8,1456,41,1020,25,25,180,161087,151580,61200,1756,20110,41
41,3,15,1757,41,22222,25,25,34,161087,151581,61200,919,20000,41
41,14,7,112199,41,10221,25,25,228,161087,151582,61200,917,2120,41
41,2,9,922,41,22010,25,25,228,161087,151583,61200,300,1002,41
41,10,13,920,41,1001,25,25,180,161087,151584,69180,298,20200,41
2012,6,5,111768,2012,12212,28,29,196,161087,151901,55800,116360,20122,2012
2012,9,10,111779,2012,120,28,28,195,161087,151902,55800,111769,22102,2012
2012,15,11,114628,2012,0,28,28,195,161087,151903,55800,112979,2121,2012
2012,14,13,131173,2012,100,28,28,195,161087,151904,55800,112378,20200,2012
2012,2,1,112540,2012,22122,28,29,195,161087,151905,55800,111724,2020,2012
2012,3,8,111774,2012,10222,28,28,195,161087,151906,55800,110955,22212,2012
2012,16,7,116361,2012,0,28,28,33,161087,151907,55800,111773,22002,2012
2012,12,4,112163,2012,0,28,28,195,161087,151908,55800,112985,22221,2012
4,11,10,680,4,10101,11,11,26,161085,152037,74700,8001,21100,4
4,4,13,110724,4,22,11,11,147,161086,152038,57600,1750,100,4
4,9,14,2013,4,2022,11,11,228,161086,152039,65700,670,0,4
4,12,2,229,4,12002,11,11,179,161086,152040,74700,100087,11220,4
4,6,7,231,4,11120,11,11,176,161087,152041,48600,230,11100,4
4,1,16,681,4,22222,11,11,249,161087,152042,57600,2014,1121,4
4,8,3,674,4,21222,11,11,178,161087,152043,66600,232,21110,4
4,5,15,100081,4,11112,11,11,228,161087,152044,69300,673,10202,4
350,17,5,607,350,10002,10,10,345,161084,152311,75600,113222,22101,350
350,7,9,112408,350,22100,10,10,149,161086,152312,75600,112096,22010,350
350,4,1,605,350,20122,10,10,262,161085,152313,75600,112387,21222,350
350,2,13,112883,350,2221,10,10,149,161084,152314,64800,112393,2010,350
350,6,18,112392,350,20222,10,10,149,161085,152315,64800,112390,10,350
350,14,12,113217,350,200,10,10,149,161084,152316,64800,113060,1220,350
350,10,15,113058,350,22012,10,10,149,161086,152317,64800,111674,10,350
350,3,8,113057,350,22212,10,10,149,161086,152318,64800,112139,2112,350
350,11,16,112572,350,212,10,10,149,161085,152319,64800,113037,10000,350
189,9,3,898,189,10022,11,11,178,161086,152557,64800,322,12020,189
189,7,8,1704,189,21002,11,11,34,161086,152558,64800,1713,21200,189
189,11,1,894,189,1201,11,10,33,161086,152559,73800,115201,12221,189
189,12,10,1862,189,1000,11,10,178,161087,152560,51300,896,10021,189
189,2,6,10032,189,20221,10,10,35,161087,152561,59400,900,2200,189
189,4,5,324,189,21002,11,11,178,161087,152562,59400,897,1222,189
68,19,6,111339,68,2,9,8,193,161085,152797,72000,746,12202,68
68,9,7,101028,68,20102,9,9,249,161085,152798,72000,101020,12120,68
68,10,11,113142,68,1120,9,9,178,161086,152799,57600,101041,10020,68
68,15,3,101016,68,1000,9,9,147,161086,152800,68400,101033,2220,68
68,2,8,101037,68,22222,9,9,178,161086,152801,68400,325,21020,68
68,20,12,101007,68,1,9,8,249,161087,152802,68400,748,21020,68
68,5,13,111117,68,20202,9,9,178,161087,152803,57600,436,11002,68
68,17,14,741,68,121,9,9,195,161087,152804,68400,101014,2200,68
68,1,18,131389,68,22222,9,9,469,161087,152805,68400,326,1002,68
68,16,4,327,68,2202,9,9,176,161088,152806,72000,110776,20220,68
80,8,2,191,80,12101,11,11,176,161086,153189,61200,15009,10210,80
80,11,4,1787,80,20000,11,11,176,161086,153190,61200,15040,2112,80
80,7,10,110720,80,12201,11,11,178,161086,153191,61200,111822,12101,80
80,9,1,209,80,122,11,11,178,161087,153192,52200,256,11222,80
80,5,12,781,80,21120,11,11,182,161087,153193,52200,2017,1,80
80,3,6,254,80,21022,11,11,147,161087,153194,61200,252,11120,80
1,12,1,819,1,1000,12,12,194,161086,153387,61200,2002,12012,1
1,10,2,270,1,20,12,12,228,161087,153388,57600,272,22022,1
1,9,11,822,1,10200,12,12,249,161087,153389,50400,1443,1120,1
1,8,6,271,1,21211,12,12,33,161088,153390,68400,1786,1012,1
1,7,5,1516,1,21200,12,12,178,161085,153391,68400,15001,12212,1
1,4,3,269,1,11102,12,12,176,161087,153392,64800,1788,20221,1
13,20,3,1,13,0,9,9,156,161086,153597,54000,1794,21221,13
13,17,5,2,13,12001,9,9,115,161087,153598,50400,1923,22212,13
13,18,19,1943,13,200,9,9,348,161086,153599,54000,1796,10000,13
13,13,7,1808,13,21020,9,9,340,161087,153600,50400,144,22010,13
13,14,10,5,13,102,9,9,28,161086,153601,45000,1925,10221,13
13,1,11,1799,13,21222,9,9,330,161085,153602,72000,18,1210,13
13,15,4,9,13,10111,9,9,13,161087,153603,50400,14,22012,13
13,2,8,11,13,22002,9,9,1,161087,153604,55800,10,2022,13
