overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-2,82,84,1,243715
-1,81,82,7,204935
1,90,89,9,203376
2,91,89,9,209331
2,91,89,9,212831
1,92,91,10,239085
3,88,85,18,220697
1,91,90,21,202126
1,89,88,21,212622
-2,81,83,21,225375
-1,82,83,32,210324
-2,84,86,44,224232
2,88,86,45,186153
-1,82,83,69,199451
1,92,91,73,231747
2,90,88,240,194765
2,90,88,240,200389
1,90,89,241,192448
2,88,86,243,182521
-2,87,89,243,238794
-1,84,85,243,243812
-1,82,83,457,230142
-1,81,82,481,235410
1,91,90,607,165153
2,88,86,112387,204485
1,89,88,115998,226302
-2,83,85,115998,226375
-2,81,83,115998,233838
3,88,85,116009,265239
-1,84,85,116010,227383
-1,84,85,116010,238257
-2,82,84,116010,258310
2,88,86,116012,247504
1,90,89,116033,227361
2,88,86,116033,231432
3,89,86,116033,265674
1,89,88,116034,246272
-1,84,85,116302,226177
-1,82,83,116303,243775
-1,81,82,116304,227357
-1,82,83,116305,226335
-1,81,82,116306,267289
-1,82,83,116309,232077
1,90,89,116312,226301
-1,86,87,116325,227776
2,90,88,116325,237289
3,88,85,116325,246629
-1,81,82,116336,262545
-1,81,82,116336,272208
-1,84,85,116365,217870
