overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,82,82,83,82,84,81,1,82,84
-1,75,76,77,79,75,74,7,79,75
1,84,84,83,84,81,85,9,85,81
1,82,82,81,80,81,83,13,80,82
1,83,85,84,90,85,83,21,91,85
-2,76,74,76,75,75,74,23,73,72
1,79,81,80,81,81,80,32,82,81
-1,73,73,74,75,74,73,38,73,73
-1,76,74,75,76,73,76,66,76,71
1,84,84,83,84,79,84,73,83,80
1,75,76,75,75,76,77,95,75,76
1,76,77,76,76,77,76,110,77,77
-1,76,76,77,76,77,75,144,76,77
-1,74,74,75,77,75,73,169,76,74
-1,75,76,77,76,78,74,175,75,76
-1,74,73,74,72,74,73,206,70,74
-1,78,77,78,76,78,78,219,75,78
-1,74,74,75,75,74,74,245,74,74
1,78,77,76,76,75,79,246,76,76
1,75,77,76,78,75,77,247,79,76
1,76,78,77,78,77,76,326,78,78
1,79,80,79,79,81,79,457,79,82
1,77,78,77,77,77,77,479,80,77
-1,78,78,79,79,80,77,483,78,80
1,74,78,77,79,79,75,605,80,80
1,76,77,76,76,74,76,1824,77,75
-2,77,75,77,75,75,76,1831,73,74
1,76,77,76,75,76,77,1925,77,76
-1,75,75,76,77,75,74,10029,77,74
1,77,78,77,78,76,78,110062,80,78
-1,78,77,78,78,77,77,110374,77,77
-1,74,74,75,74,75,73,111811,74,75
-1,72,74,75,77,74,70,111974,76,72
1,74,77,76,86,77,75,112139,87,77
1,80,83,82,86,83,82,115995,86,83
1,78,78,77,78,77,78,115999,78,78
-1,76,76,77,77,80,75,116002,77,78
1,77,81,80,81,81,78,116012,81,81
-1,74,74,75,75,75,72,116013,75,76
-1,76,76,77,80,78,75,116015,79,77
1,84,85,84,86,83,85,116033,87,84
1,80,82,81,83,79,80,116034,84,79
1,75,79,78,77,80,75,116035,79,82
1,80,79,78,75,79,81,116300,75,79
-1,79,79,80,83,80,77,116302,83,80
-1,76,75,76,72,75,74,116303,72,75
1,77,79,78,79,77,78,116310,80,78
-1,78,78,79,78,80,78,116326,78,79
-1,75,75,76,78,76,75,116334,79,76
-1,75,75,76,77,76,74,116336,77,76
