competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
39,5,7,112885,39,2112,32,32,402,161065,149897,70200,687,12120,39
39,22,23,688,39,11221,33,32,32,161065,149898,70200,112828,11010,39
39,1,27,112893,39,11220,31,32,32,161065,149899,70200,113149,2110,39
39,14,18,111139,39,22221,32,32,249,161065,149900,70200,111140,11001,39
39,29,24,689,39,0,32,32,430,161065,149901,70200,111651,11202,39
39,6,2,112606,39,10120,32,31,180,161065,149902,70200,691,20122,39
39,13,4,112134,39,12110,32,31,26,161065,149903,70200,114162,11112,39
39,9,19,114161,39,21102,32,32,249,161065,149904,70200,112996,1102,39
39,25,17,693,39,11002,32,31,181,161065,149905,70200,114640,10122,39
39,15,16,695,39,12011,31,32,32,161065,149906,70200,111928,12111,39
39,28,12,698,39,20012,32,31,178,161065,149907,70200,694,12011,39
39,26,21,111138,39,2110,32,31,196,161065,149908,70200,697,10,39
39,20,10,111065,39,2020,31,32,32,161065,149909,70200,696,20022,39
39,11,8,111144,39,112,32,32,341,161065,149910,70200,101112,11212,39
39,8,3,113018,39,11212,33,32,178,161079,149917,72000,111144,11220,39
65,2,7,1572,65,22102,32,32,469,161064,150463,71100,445,22120,65
65,4,10,111132,65,10112,32,32,469,161070,150464,71100,305,10,65
65,6,5,834,65,22,32,32,469,161064,150467,71100,837,22210,65
65,3,4,305,65,20202,32,32,34,161078,150468,71100,423,10112,65
65,9,10,111132,65,2000,32,32,469,161078,150469,71100,422,10,65
65,7,1,306,65,22120,32,32,34,161078,150471,72000,1572,22112,65
65,6,8,563,65,22,32,32,34,161078,150472,71100,837,220,65
2221,7,10,116308,2221,20022,20,20,158,161064,150603,70200,116307,11200,2221
2221,5,6,116300,2221,11002,20,20,341,161064,150604,61200,116304,201,2221
2221,3,2,116302,2221,1120,20,20,435,161065,150605,50400,116310,21020,2221
2221,1,4,116303,2221,22202,20,20,468,161065,150606,68400,116312,1101,2221
2221,11,12,116309,2221,1212,20,20,178,161065,150607,68400,116305,21020,2221
2221,9,8,116306,2221,12210,20,20,178,161066,150608,64800,116311,11022,2221
83,6,1,1473,83,20212,32,32,176,161066,150831,54000,110765,10121,83
83,10,4,2056,83,2001,32,32,178,161066,150832,54000,112558,22212,83
83,7,5,982,83,11020,32,32,261,161066,150833,54000,1477,12021,83
83,2,12,983,83,12211,32,32,158,161066,150834,54000,1474,0,83
83,11,3,112258,83,10211,32,32,34,161066,150835,54000,112115,22202,83
83,9,8,980,83,1000,32,32,176,161066,150836,54000,1478,10121,83
56,9,13,433,56,2200,25,25,176,161065,151337,54000,112072,20220,56
56,3,5,708,56,202,25,25,261,161066,151338,63000,711,22021,56
56,11,10,319,56,222,25,25,178,161065,151339,63000,113458,21221,56
56,15,12,321,56,2000,25,25,34,161065,151340,54000,113892,12000,56
56,1,7,1439,56,21222,25,25,249,161066,151341,54000,320,20220,56
56,6,8,112126,56,12,25,25,35,161066,151342,54000,702,12202,56
56,2,14,111705,56,20022,25,25,469,161066,151343,54000,700,10,56
56,4,16,113743,56,22002,25,25,35,161066,151344,63000,710,2000,56
41,10,14,1463,41,2010,23,23,34,161066,151561,61200,922,1001,41
41,2,5,417,41,21122,23,23,178,161066,151562,61200,918,12212,41
41,1,8,1456,41,21220,23,23,180,161065,151563,64800,300,1201,41
41,11,13,1757,41,21010,23,23,34,161066,151564,61200,1756,10200,41
41,9,7,112199,41,2010,23,23,228,161066,151565,61200,298,22021,41
41,6,15,917,41,21020,23,23,35,161066,151566,61200,299,102,41
41,16,3,418,41,101,23,23,34,161066,151567,61200,1755,2202,41
41,4,12,920,41,22222,23,23,180,161066,151568,69300,919,11202,41
2012,2,9,111769,2012,22212,27,28,33,161078,151893,55800,111724,20012,2012
2012,7,14,112378,2012,22200,27,27,195,161078,151894,55800,116361,10,2012
2012,4,10,114628,2012,12222,27,27,195,161078,151895,70500,112163,10212,2012
2012,5,1,112540,2012,22012,27,27,195,161078,151896,70500,111768,10202,2012
2012,12,11,111779,2012,0,27,27,195,161079,151897,55800,112985,22210,2012
2012,3,15,112979,2012,1022,27,27,182,161079,151898,70500,110955,20000,2012
2012,8,13,131173,2012,2221,27,27,195,161080,151899,55800,111774,12020,2012
2012,16,6,116360,2012,0,28,27,32,161080,151900,70500,111773,1221,2012
4,9,14,670,4,12101,9,9,180,161064,152021,74700,8001,1020,4
4,13,8,1750,4,2120,9,9,176,161065,152022,57600,100087,22000,4
4,15,16,681,4,10102,9,9,249,161065,152023,65700,100081,11,4
4,10,3,229,4,22001,9,9,179,161065,152024,74700,110724,21112,4
4,4,12,232,4,2111,9,9,176,161066,152025,48600,231,11212,4
4,11,5,230,4,20000,9,9,26,161066,152026,57600,2013,12111,4
4,6,2,674,4,12111,9,9,178,161066,152027,66600,673,21211,4
4,1,7,680,4,10222,9,9,26,161066,152028,69300,2014,1211,4
350,18,12,113217,350,10100,8,8,149,161063,152293,54000,113222,10012,350
350,1,13,113060,350,22212,8,8,149,161065,152294,64800,605,2002,350
350,11,15,113037,350,220,8,8,149,161063,152295,64800,111674,2,350
350,9,8,112408,350,1021,8,8,149,161065,152296,75600,113057,220,350
350,16,4,112139,350,20000,8,8,179,161064,152297,64800,113058,22222,350
350,6,2,607,350,20201,8,8,345,161064,152298,75600,112387,20221,350
350,14,3,112393,350,2100,8,8,149,161063,152299,64800,112572,22022,350
350,17,10,112883,350,21000,8,8,149,161065,152300,75600,112392,12020,350
350,7,5,112096,350,12202,8,8,149,161063,152301,75600,112390,2221,350
189,11,6,1704,189,100,9,9,34,161065,152545,64800,322,21212,189
189,7,1,894,189,21210,9,9,33,161065,152546,64800,1713,11122,189
189,9,4,898,189,2012,9,8,178,161065,152547,73800,115201,12120,189
189,8,3,10032,189,12,8,9,35,161066,152548,51300,324,20022,189
189,5,12,1862,189,22210,9,9,178,161066,152549,59400,897,100,189
189,10,2,900,189,1010,8,8,176,161066,152550,59400,896,12202,189
68,15,13,113142,68,10110,7,7,178,161064,152777,72000,111117,11100,68
68,5,3,101016,68,2202,7,7,147,161064,152778,72000,436,12022,68
68,12,17,131389,68,10011,7,7,469,161065,152779,0,101041,11010,68
68,9,14,101007,68,21201,7,7,249,161065,152780,57600,101020,10210,68
68,16,18,101014,68,22,7,7,178,161065,152781,68400,110776,2001,68
68,2,10,741,68,22222,7,7,195,161065,152782,68400,325,11022,68
68,20,8,101037,68,1,7,7,178,161066,152783,48600,748,22210,68
68,19,4,327,68,1,7,7,176,161066,152784,57600,746,20202,68
68,11,7,101028,68,22010,7,7,249,161066,152785,68400,101033,11121,68
68,1,6,111339,68,22222,7,7,193,161066,152786,68400,326,10122,68
80,9,10,256,80,2121,9,9,179,161065,153177,61200,110720,1001,80
80,8,12,781,80,10111,9,9,182,161065,153178,61200,254,0,80
80,11,5,2017,80,10200,9,9,35,161065,153179,61200,15040,2211,80
80,7,3,252,80,20121,9,9,178,161066,153180,52200,15009,22210,80
80,2,6,111822,80,22112,9,9,35,161066,153181,52200,209,122,80
80,1,4,1787,80,22102,9,9,176,161066,153182,61200,191,21021,80
1,6,4,270,1,1212,10,10,228,161064,153375,68400,15001,22220,1
1,10,3,1788,1,20000,10,10,178,161066,153376,50400,272,21111,1
1,1,7,271,1,2120,10,10,33,161066,153377,72000,819,21010,1
1,8,2,269,1,102,10,10,176,161066,153378,57600,1443,22202,1
1,12,11,822,1,10,10,10,249,161066,153379,50400,2002,2011,1
1,9,5,1516,1,20212,10,10,178,161066,153380,64800,1786,1122,1
13,1,3,1,13,22220,7,7,156,161066,153577,59400,10,12212,13
13,4,6,1808,13,22220,7,7,340,161066,153578,50400,9,2220,13
13,11,18,1796,13,20102,7,7,336,161065,153579,54000,5,1002,13
13,12,9,1799,13,2101,7,7,330,161065,153580,63000,14,12012,13
13,19,16,7,13,1100,7,7,265,161065,153581,54000,1943,1020,13
13,20,13,144,13,1000,7,7,328,161065,153582,54000,1794,10210,13
13,2,17,1923,13,22212,7,7,228,161065,153583,45000,18,120,13
13,14,10,11,13,11001,7,7,1,161065,153584,54000,1925,20020,13
13,8,7,19,13,222,7,7,355,161066,153585,50400,13,22002,13
13,5,15,110,13,20222,7,7,415,161066,153586,50400,2,20012,13
60,20,3,4,60,11001,10,11,261,161065,154019,54000,1480,20122,60
60,15,18,15015,60,20110,11,10,34,161067,154020,72000,1944,2112,60
60,13,14,89,60,20220,10,10,26,161065,154021,54000,1926,21212,60
60,7,24,1936,60,1212,11,10,228,161065,154022,54000,91,0,60
60,4,10,143,60,20202,11,11,34,161065,154023,54000,1932,2000,60
60,9,21,112260,60,22020,10,10,34,161065,154024,54000,1933,122,60
60,22,17,1958,60,2010,11,10,228,161065,154025,54000,1793,21202,60
60,12,2,1951,60,12202,10,10,228,161065,154026,45000,1962,2222,60
60,11,6,1938,60,11020,11,10,228,161065,154027,54000,149,12121,60
60,8,1,1790,60,20100,11,11,112,161065,154028,54000,1928,12222,60
60,16,19,127,60,22,10,10,228,161065,154029,54000,1930,10,60
60,23,5,361,60,2000,11,10,34,161065,154030,54000,1917,11200,60
2216,12,3,116013,2216,0,1,1,340,161066,154445,43200,116014,2,2216
2216,8,1,116020,2216,0,1,1,335,161066,154446,54000,116016,2,2216
2216,7,6,116343,2216,0,1,1,13,161066,154447,67500,116015,2,2216
2216,4,2,116017,2216,2,1,1,466,161066,154448,45000,116010,2,2216
2216,10,5,116012,2216,0,1,1,1,161064,154449,70200,116009,2,2216
2216,11,9,116011,2216,0,1,1,409,161066,154450,50400,131283,0,2216
2218,1,12,116416,2218,22,2,2,176,161064,154583,75600,116035,1,2218
2218,7,4,116040,2218,1,2,2,468,161065,154584,54000,116039,21,2218
2218,5,9,116044,2218,20,2,2,469,161064,154585,64800,116034,1,2218
2218,10,2,116033,2218,1,2,2,426,161066,154586,75600,116038,22,2218
2218,6,11,131219,2218,20,2,2,477,161065,154587,54000,116036,1,2218
2218,8,3,116037,2218,1,2,2,469,161065,154588,54000,116042,21,2218
19,18,13,23,19,10000,6,6,343,161064,154757,73800,169,102,19
19,11,4,22,19,20000,6,6,9,161065,154758,55800,1831,11222,19
19,16,5,112172,19,11100,6,6,420,161065,154759,55800,160,22221,19
19,15,14,100409,19,102,6,6,412,161065,154760,55800,110502,1020,19
19,7,2,36,19,20202,6,6,418,161065,154761,55800,175,2222,19
19,6,12,38,19,22220,6,6,413,161065,154762,66600,10029,2020,19
19,17,1,32,19,1000,6,6,12,161066,154763,55800,31,22122,19
19,8,3,21,19,20012,6,6,261,161066,154764,63000,25,22121,19
19,10,9,1824,19,1202,6,6,416,161066,154765,70200,111235,11110,19
20,18,5,110636,20,21,8,8,419,161064,155081,66600,487,22210,20
20,3,6,29,20,2212,8,8,147,161064,155082,66600,485,22121,20
20,14,7,110588,20,20100,8,8,178,161065,155083,46800,1832,12010,20
20,9,13,165,20,20002,8,8,474,161065,155084,46800,27,121,20
20,2,15,492,20,22002,8,8,178,161065,155085,46800,28,1000,20
20,8,1,110329,20,20112,8,8,475,161065,155086,73800,171,11222,20
20,12,16,34,20,20220,8,8,30,161066,155087,48600,166,1200,20
20,10,4,576,20,2221,8,8,32,161066,155088,48600,580,22002,20
20,11,17,110500,20,212,8,8,33,161066,155089,48600,10030,1010,20
2215,12,2,115998,2215,0,2,2,472,161064,155327,66600,131386,22,2215
2215,10,8,116003,2215,1,2,2,423,161065,155328,43200,131106,20,2215
2215,5,9,116002,2215,20,2,2,447,161066,155329,66600,116004,11,2215
2215,4,1,115999,2215,2,2,2,407,161067,155330,70200,115996,22,2215
2215,7,11,115997,2215,2,2,2,416,161065,155331,50400,116021,0,2215
2215,3,6,116001,2215,12,2,2,468,161066,155332,50400,115995,20,2215
10,17,18,645,10,200,6,7,228,161064,155510,72000,1903,10,10
10,10,14,1913,10,21020,7,7,176,161065,155511,59400,1910,0,10
10,12,16,111380,10,220,7,7,228,161065,155512,67500,1905,102,10
10,7,8,100632,10,20112,7,7,249,161065,155513,72000,100634,21200,10
10,5,13,1909,10,10122,7,7,179,161065,155514,75600,1971,2,10
10,4,11,1914,10,22222,7,7,249,161066,155515,44100,246,22100,10
10,2,15,245,10,22212,6,7,15,161066,155516,52200,1906,11002,10
10,3,9,634,10,22022,7,7,249,161066,155517,52200,1908,11200,10
10,1,6,100646,10,22222,7,7,178,161066,155518,60300,247,21020,10
66,16,1,111092,66,1200,10,10,176,161066,155843,45000,420,22222,66
66,13,14,111083,66,12000,9,10,178,161064,155844,64800,112511,21012,66
66,10,5,110749,66,11102,10,10,249,161065,155845,63000,111086,2022,66
66,15,6,873,66,20011,9,10,261,161064,155846,73800,114393,12220,66
66,18,12,111088,66,10,10,10,35,161065,155847,45000,111085,1010,66
66,3,2,1871,66,22202,9,9,176,161066,155848,63000,114326,21220,66
66,9,11,301,66,21200,10,10,178,161065,155849,54000,114004,210,66
66,7,17,874,66,2202,10,10,182,161065,155850,72000,110746,11001,66
66,4,8,110747,66,20212,9,9,179,161066,155851,54000,110745,11002,66
308,15,10,114510,308,21010,7,7,33,161066,156122,55800,718,11210,308
308,16,5,1896,308,1100,7,7,26,161065,156123,64800,744,12022,308
308,14,12,489,308,2010,7,7,228,161065,156124,55800,111539,20200,308
308,2,17,10020,308,22222,7,7,468,161065,156125,73800,234,10,308
