homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
7,5,12,2,13,6,66,0,0,0,0,0,1,1,0,2212,10,4,0,13,269,10,5,10,28,1,2,0,0,0,1,1,0,83
3,9,13,3,10,7,66,0,0,0,0,0,1,1,0,20221,10,5,1,13,270,10,3,3,26,0,1,0,1,0,2,1,1,76
9,3,6,6,8,5,33,0,0,0,0,0,1,1,0,1012,8,2,2,12,271,8,2,8,17,1,2,0,0,0,1,3,2,46
14,8,7,10,10,6,26,0,0,0,0,0,1,1,0,201,5,0,3,13,272,5,3,3,12,2,5,0,1,0,2,1,2,26
7,1,15,1,13,8,66,0,0,0,0,1,1,1,0,20122,0,5,4,13,819,0,4,0,29,1,2,0,0,1,0,2,0,66
10,11,8,11,6,9,40,0,0,0,0,0,1,1,0,11201,4,1,5,13,822,4,1,5,9,2,4,0,1,0,4,1,2,30
8,4,8,9,4,12,26,0,0,0,0,0,1,1,0,2001,5,2,6,13,1443,5,1,3,13,2,1,0,1,0,5,1,3,30
6,7,10,4,9,11,86,0,0,0,0,0,1,1,0,22122,10,4,7,13,1516,10,3,0,24,2,1,0,0,0,2,1,2,60
10,6,7,8,7,13,60,0,0,0,0,0,1,1,0,21211,3,2,8,12,1786,3,1,3,14,1,1,0,1,0,3,2,3,40
5,2,12,5,12,6,33,0,0,0,0,0,1,1,0,11020,8,3,9,13,1788,8,3,10,22,2,1,0,2,0,2,2,2,43
15,12,2,12,3,11,6,0,1,0,0,0,1,1,0,10000,4,0,10,13,2002,4,0,5,3,2,6,0,2,0,4,3,0,6
7,10,8,7,6,14,26,0,0,0,0,0,1,1,0,12000,3,2,11,13,15001,3,2,5,15,0,2,0,2,0,4,1,2,36
5,11,14,2,9,9,66,0,0,0,0,0,4,4,0,12202,10,5,12,12,229,10,2,10,24,1,0,1,0,0,2,2,1,70
1,3,11,7,9,9,33,0,0,0,0,1,4,4,0,11200,8,3,13,12,230,10,1,0,17,2,0,1,2,0,3,3,2,46
7,4,16,6,9,6,33,0,0,0,0,0,4,4,0,11002,10,3,14,12,231,8,2,0,19,3,0,1,0,0,3,1,3,50
6,6,6,8,8,8,66,0,0,0,0,0,4,4,0,12220,8,2,15,12,232,8,2,10,16,2,2,0,2,0,2,2,2,53
6,9,9,10,4,13,60,0,0,0,0,0,4,4,0,20220,3,3,16,12,670,3,0,10,13,3,0,1,2,0,5,1,3,40
8,1,11,4,12,2,60,0,0,0,0,0,4,4,0,11122,10,1,17,12,673,10,4,0,21,2,1,0,0,1,0,2,4,60
8,5,13,3,6,5,40,0,0,0,0,0,4,4,0,11102,10,4,18,12,674,10,2,8,23,0,0,1,0,0,1,3,2,56
8,12,5,9,8,11,33,0,0,0,0,0,4,4,0,11002,3,3,19,12,680,3,1,8,16,2,3,0,0,0,1,4,0,33
13,7,5,16,8,10,40,0,0,0,0,0,4,4,0,11210,4,1,20,12,681,4,0,3,7,3,5,0,2,0,2,4,0,20
6,8,9,5,7,5,60,0,0,0,0,0,4,4,0,222,10,4,21,12,1750,10,3,10,21,1,2,0,0,0,3,0,0,60
14,15,9,11,7,12,20,0,0,0,0,0,4,4,0,2,3,2,22,12,2013,5,2,4,13,1,3,0,0,0,4,0,1,30
7,2,16,1,13,7,100,0,0,0,0,0,4,4,0,22222,0,4,23,12,2014,0,5,10,28,0,1,0,0,0,1,0,1,73
10,16,7,12,6,13,13,0,0,0,0,0,4,4,0,1010,3,2,24,12,8001,3,1,4,13,0,2,0,2,0,3,2,2,33
11,14,7,15,2,14,40,0,0,0,0,0,4,4,0,2020,4,2,25,12,100081,4,0,4,8,2,3,0,2,0,5,0,2,26
6,10,11,13,8,18,40,0,0,0,0,0,4,4,0,20020,5,2,26,12,100087,3,1,3,12,1,2,0,2,0,4,1,2,36
5,13,6,14,5,13,6,0,0,0,0,0,4,4,0,1000,5,2,27,12,110724,5,1,4,11,1,3,0,2,0,4,1,1,33
7,3,5,18,8,14,0,0,0,0,0,0,10,10,0,0,4,1,28,8,245,4,0,0,5,4,2,0,2,0,3,2,0,20
3,1,19,4,14,5,80,0,0,0,0,1,10,10,0,22220,10,4,29,10,246,10,3,0,23,2,0,1,2,0,1,1,1,76
4,2,20,1,15,1,100,0,0,0,1,0,10,10,0,22222,0,6,30,10,247,0,4,0,30,1,0,1,0,1,0,0,0,100
5,13,5,11,3,12,6,0,0,0,0,0,10,10,0,1,3,2,31,10,634,3,0,3,10,1,1,0,1,0,3,2,2,33
7,14,7,16,4,12,46,0,0,0,0,0,10,10,0,10202,5,2,32,9,645,5,0,5,7,1,2,0,0,0,4,0,1,25
12,7,5,17,3,8,26,0,0,0,0,0,10,10,0,21,4,1,33,10,1903,4,1,8,7,4,3,0,1,0,4,1,0,23
8,9,4,13,3,9,60,0,0,0,0,0,10,10,0,22020,3,2,34,9,1905,3,1,5,9,0,2,0,2,0,4,0,0,33
2,4,15,2,10,2,86,0,0,0,1,0,10,10,0,21222,10,4,35,9,1906,10,4,10,25,1,0,1,0,1,0,0,1,92
3,5,10,3,11,4,86,0,0,0,0,0,10,10,0,22212,10,5,36,10,1908,10,3,10,25,1,0,1,0,0,1,1,0,83
8,10,2,15,5,8,33,0,0,0,0,0,10,10,0,2101,3,0,37,10,1909,3,2,3,8,1,3,0,1,0,3,0,2,26
8,12,11,12,3,8,33,0,0,0,0,0,10,10,0,2011,3,2,38,9,1910,3,0,3,9,1,2,0,1,0,2,2,1,33
8,8,8,10,5,13,26,0,0,0,0,0,10,10,0,102,3,2,39,10,1913,3,1,8,10,2,2,0,0,0,4,0,1,33
8,17,3,9,9,9,26,0,0,0,0,0,10,10,0,21,3,1,40,10,1914,3,2,5,11,0,3,0,1,0,2,1,1,36
9,15,8,7,9,9,46,0,0,0,0,0,10,10,0,22100,8,1,41,10,1971,8,2,5,13,0,1,0,2,0,2,1,3,43
3,11,14,5,3,12,33,0,0,0,0,0,10,10,0,211,8,4,42,10,100632,8,0,3,15,0,0,1,1,0,3,2,1,50
8,16,10,8,4,14,33,0,0,0,0,0,10,10,0,12010,8,3,43,10,100634,8,0,5,12,0,1,0,2,0,3,2,1,40
7,6,6,6,6,6,46,0,0,0,0,0,10,10,0,20012,8,2,44,10,100646,8,2,3,15,0,1,0,0,0,2,1,2,50
10,18,3,14,5,9,53,0,0,0,0,0,10,10,0,2211,3,1,45,10,111380,3,1,5,9,0,3,0,1,0,2,2,1,30
6,2,15,2,8,2,73,0,0,0,1,0,13,13,0,12212,1,4,46,10,1,1,3,1,24,1,0,1,0,1,0,1,2,80
4,7,20,5,6,10,86,0,0,0,0,0,13,13,0,22122,2,5,47,10,2,2,2,2,22,1,0,1,0,0,2,1,0,73
