competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
39,1,9,114640,39,0,21,21,193,161335,161641,70200,112893,0,39
39,17,7,687,39,0,18,20,178,161335,161642,70200,114162,0,39
39,2,24,688,39,0,21,20,32,161335,161643,70200,113149,0,39
39,18,26,691,39,0,18,20,196,161335,161644,70200,112885,0,39
39,20,8,112828,39,0,20,20,147,161335,161645,70200,111139,0,39
39,21,19,111651,39,0,21,20,32,161335,161646,70200,112606,0,39
39,22,27,693,39,0,20,20,181,161335,161647,70200,112134,0,39
39,14,13,111138,39,0,20,19,196,161335,161648,70200,101112,0,39
39,29,25,113018,39,0,20,20,178,161335,161649,70200,111928,0,39
39,12,5,111065,39,0,20,20,32,161335,161650,70200,698,0,39
39,11,23,695,39,0,20,21,32,161336,161651,70200,111140,0,39
39,28,10,694,39,0,21,21,33,161336,161652,70200,696,0,39
39,3,4,697,39,0,21,20,161,161336,161653,70200,112996,0,39
39,6,22,112134,39,0,20,21,26,161338,161658,70200,689,0,39
39,8,16,114161,39,0,21,20,249,161338,161659,70200,112828,0,39
39,26,15,111144,39,0,21,18,341,161338,161661,70200,691,0,39
41,14,16,1757,41,0,12,12,34,161335,161853,68400,418,0,41
41,2,1,918,41,0,13,14,34,161339,161935,52200,919,0,41
41,14,12,1756,41,0,13,12,178,161339,161938,61200,418,0,41
41,7,3,417,41,0,13,12,178,161339,161939,61200,299,0,41
41,15,13,1463,41,0,11,12,34,161339,161940,61200,112199,0,41
41,11,10,298,41,0,12,13,26,161339,161941,69300,1456,0,41
41,16,6,922,41,0,12,12,228,161340,161942,68400,1757,0,41
56,15,8,433,56,0,12,12,176,161339,162175,50400,1439,0,56
56,7,1,320,56,0,13,12,179,161339,162176,59400,321,0,56
56,2,14,702,56,0,12,12,249,161340,162177,68400,710,0,56
56,11,9,700,56,0,13,12,179,161338,162178,54000,111705,0,56
56,10,3,112072,56,0,13,12,228,161338,162180,54000,113458,0,56
56,13,12,112126,56,0,12,12,35,161339,162181,50400,319,0,56
65,1,10,1572,65,0,22,23,469,161336,162433,71100,834,0,65
65,2,7,563,65,0,22,24,34,161336,162435,71100,445,0,65
65,9,4,306,65,0,22,22,34,161336,162437,72000,837,0,65
2012,1,8,111779,2012,0,17,17,195,161337,162831,74100,112540,0,2012
2012,10,7,111774,2012,0,17,17,195,161338,162832,72000,111769,0,2012
2012,5,2,110955,2012,0,17,17,195,161338,162833,74100,111724,0,2012
2012,3,14,112979,2012,0,17,17,182,161339,162835,72000,116360,0,2012
2012,9,4,111768,2012,0,17,17,196,161339,162836,74100,116361,0,2012
2012,15,6,112163,2012,0,17,17,195,161339,162838,75600,114628,0,2012
83,2,5,112558,83,0,20,20,182,161337,163056,70200,1473,0,83
83,6,8,1478,83,0,20,20,158,161338,163057,68400,982,0,83
83,3,10,2056,83,0,20,20,178,161338,163058,70200,1474,0,83
83,12,11,980,83,0,20,20,176,161339,163059,68400,1477,0,83
83,7,4,112115,83,0,20,20,33,161339,163060,68400,112258,0,83
2221,10,5,116302,2221,0,15,15,435,161337,163516,68400,116312,0,2221
2221,12,7,116305,2221,0,15,15,181,161338,163517,43200,116306,0,2221
2221,2,1,116309,2221,0,15,15,178,161338,163518,66600,116307,0,2221
2221,4,11,116311,2221,0,15,15,458,161338,163520,68400,116310,0,2221
2221,9,6,116303,2221,0,15,15,468,161339,163521,59400,116308,0,2221
