playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,235790,-1,-1,222665,-1,71124,231936,-1,273926,234378,256958,-1,-1,-1,231448,222665,-1,-1,209989,-1,246669,205498,-1,222665,230666,243715,246669,274388,-1,227813,-1,-1,271807,265693,-1,234378,213051,232938,-1,-1,-1,1,201118,248732,251566,-1,232580,222665,-1,222665,274387,-1,240273,233934,271743,-1,-1,246669,251805,222665,273925,236988,207421,-1,278773
-1,202811,241852,-1,-1,236499,-1,217036,227174,-1,226162,236499,243917,-1,-1,-1,266609,210881,-1,-1,229906,-1,260247,278017,-1,236499,216393,227678,236499,236987,-1,219693,-1,-1,70034,261335,-1,236499,220440,200458,-1,-1,-1,2,274348,275266,247172,-1,241464,210881,-1,236499,264209,-1,205989,207557,210635,-1,-1,236499,212419,236499,238067,72027,221697,-1,246923
-1,240595,213905,-1,-1,220139,-1,266095,232185,-1,-1,238336,257400,-1,-1,-1,218343,212099,-1,-1,235770,-1,220139,242749,-1,220139,189177,221281,220139,-1,-1,264120,-1,-1,278920,242751,-1,220139,256556,231540,-1,-1,-1,3,254588,251522,273771,-1,173671,221281,-1,220139,264746,-1,256358,243158,256366,-1,-1,220139,-1,220139,238196,246349,257063,-1,248534
-1,234803,225509,-1,-1,212366,-1,240912,229073,-1,-1,243849,165191,-1,-1,-1,244559,212366,-1,-1,254327,-1,255913,235807,-1,212366,221705,224447,212366,-1,-1,252897,-1,-1,263906,231951,-1,212366,225867,239540,-1,-1,-1,4,254522,252895,220039,-1,212090,212090,-1,212366,278712,-1,248718,219795,236321,-1,-1,225509,-1,212366,-1,263685,212992,-1,-1
-1,269626,257534,-1,-1,257534,-1,270039,259307,-1,248695,254796,228789,-1,-1,-1,273883,238216,-1,-1,256079,-1,246340,274066,-1,257534,202652,230918,257534,247090,-1,229984,-1,-1,71998,229942,-1,257534,238074,239231,-1,-1,-1,5,277795,71997,232411,-1,242578,238216,-1,238216,279546,-1,257084,204246,71651,-1,-1,257534,263620,257534,262859,278286,259197,-1,259356
-1,204935,208135,-1,-1,243282,-1,251892,180216,-1,-1,232080,266871,-1,-1,-1,211575,193474,-1,-1,257057,-1,243282,243657,-1,243282,270866,202695,243282,257896,-1,207599,-1,-1,247764,225793,-1,243282,118794,152908,-1,-1,-1,7,264039,270676,236276,-1,247649,180216,-1,243282,263168,-1,277434,237704,268632,-1,-1,221479,-1,243282,244380,279625,221479,-1,211117
-1,242656,245637,-1,-1,251954,-1,-1,270208,-1,-1,258906,246053,-1,-1,-1,243669,213654,-1,-1,248384,-1,251954,225147,-1,251954,232104,229266,251954,-1,-1,189456,-1,-1,263734,208892,-1,251954,245715,241184,-1,-1,-1,8,266074,193331,206534,-1,235735,235735,-1,251954,239360,-1,254121,237935,-1,-1,-1,247249,-1,251954,-1,270206,247249,-1,-1
-1,212831,242516,-1,-1,231281,-1,278292,231281,-1,189509,239837,232223,-1,-1,-1,236772,246174,-1,-1,232487,-1,209331,246104,-1,231281,253072,273651,231281,266815,-1,237678,-1,-1,71227,264298,-1,231281,242434,216267,-1,-1,-1,9,271974,194911,224458,-1,203376,203376,-1,231281,247601,-1,225100,240913,260406,-1,-1,209331,197061,231281,70994,271975,241084,-1,71347
-1,210257,239085,-1,-1,192985,-1,277427,188377,-1,-1,192985,241811,-1,-1,-1,207410,218667,-1,-1,231866,-1,237692,203574,-1,192985,246420,239818,192985,-1,-1,208920,-1,-1,157804,271574,-1,192985,253124,251517,-1,-1,-1,10,70035,70996,246191,-1,229237,192985,-1,192985,276621,-1,277295,200159,269688,-1,-1,239085,-1,192985,-1,279624,206517,-1,-1
-1,226753,212198,-1,-1,212198,-1,268414,234574,-1,205988,255475,163264,-1,-1,-1,233064,269136,-1,-1,224158,-1,268438,237238,-1,212198,190460,200145,212198,231677,-1,254088,-1,-1,272643,169588,-1,212198,203263,229880,-1,-1,-1,11,268439,272644,71973,-1,239301,212198,-1,212198,260910,-1,201535,243647,268435,-1,-1,212198,238041,212198,221660,268437,259399,-1,211300
-1,239358,252066,-1,-1,227806,-1,279251,186156,-1,-1,253055,229682,-1,-1,-1,236530,227806,-1,-1,183422,-1,253407,253054,-1,227806,261432,259442,227806,-1,-1,254470,-1,-1,260402,213697,-1,227806,233487,260842,-1,-1,-1,12,251176,259751,241523,-1,221600,183422,-1,227806,182365,-1,211009,232110,71162,-1,-1,237295,-1,227806,203783,262255,237295,-1,232413
-1,220407,233731,-1,-1,206085,-1,218659,262118,-1,203487,254243,258513,-1,-1,-1,186395,237161,-1,-1,247851,-1,206085,254135,-1,206085,234742,207650,266127,237329,-1,204355,-1,-1,230977,270617,-1,206085,275876,266127,-1,-1,-1,13,271822,203841,196978,-1,198032,198032,-1,206085,223334,-1,198039,203775,186345,-1,-1,233731,251809,206085,274246,277411,242964,-1,210047
-1,199641,236015,-1,-1,236015,-1,70228,243057,-1,-1,257470,251530,-1,-1,-1,235173,273106,-1,-1,235642,-1,240740,245541,-1,236015,268837,202750,236015,-1,-1,225859,-1,-1,186801,231340,-1,236015,261647,224656,-1,-1,-1,14,230978,211990,213135,-1,278016,235642,-1,236015,170084,-1,206086,233267,251524,-1,-1,236015,-1,236015,70229,237819,192123,-1,-1
-1,172723,203903,-1,-1,238490,-1,265441,235156,-1,-1,225785,242787,-1,-1,-1,193942,233957,-1,-1,206115,-1,238490,241075,-1,228120,272365,193011,228120,-1,-1,237000,-1,-1,274931,230815,-1,238490,186783,228120,-1,-1,-1,15,277658,243393,208159,-1,230774,172723,-1,238490,261032,-1,208806,205352,250804,-1,-1,238490,-1,238490,276721,257105,247279,-1,268544
-1,189324,226093,-1,-1,226012,-1,276120,227927,-1,-1,231044,276695,-1,-1,-1,202282,237916,-1,-1,240097,-1,220196,213693,-1,226012,257612,202697,226012,-1,-1,252793,-1,-1,217096,222156,-1,220196,256035,226012,-1,-1,-1,17,279497,278957,207807,-1,220570,202697,-1,226012,248469,-1,263953,243585,279579,-1,-1,221841,-1,226012,244319,277561,221841,-1,271669
-1,240091,200104,-1,-1,220697,-1,205923,243576,-1,-1,220697,279117,-1,-1,-1,227535,259868,-1,-1,236480,-1,251421,213648,-1,243576,246785,232488,220697,259583,-1,241042,-1,-1,72284,260105,-1,220697,226226,247204,-1,-1,-1,18,269250,236239,247394,-1,264453,200104,-1,220697,212188,-1,278557,236568,246791,-1,-1,200104,-1,220697,235883,261025,231943,-1,172203
-1,193105,245155,-1,-1,210736,-1,278100,244470,-1,-1,224371,241842,-1,-1,-1,224081,236792,-1,-1,235844,-1,233927,215798,-1,210736,205569,242000,224371,-1,-1,183855,-1,-1,70230,189615,-1,210736,244749,210736,-1,-1,-1,19,271227,276460,195859,-1,204311,204311,-1,210736,274102,-1,278097,164835,70446,-1,-1,233927,-1,210736,278098,272936,190717,-1,274094
