homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
8,5,13,2,13,6,73,0,0,0,0,0,1,1,0,22121,10,4,0,14,269,10,5,10,29,1,2,0,1,0,1,1,1,76
3,9,13,4,11,9,46,0,0,0,0,0,1,1,0,2210,10,5,1,14,270,10,3,3,26,0,1,0,2,0,3,1,1,73
10,3,8,6,9,6,53,0,0,0,0,0,1,1,0,1221,8,3,2,14,271,8,2,8,21,1,2,0,1,0,1,4,2,46
14,8,7,10,12,8,33,0,0,0,0,0,1,1,0,2011,5,0,3,14,272,5,3,3,13,2,5,0,1,0,2,2,2,30
7,1,15,1,17,10,66,0,0,0,0,1,1,1,0,1222,0,5,4,14,819,0,5,0,32,1,2,0,0,1,0,2,0,66
10,11,8,11,6,10,33,0,0,0,0,0,1,1,0,12010,4,1,5,14,822,4,1,5,9,2,4,0,2,0,5,1,2,30
9,4,10,8,4,12,46,0,0,0,0,0,1,1,0,20012,3,3,6,14,1443,3,1,3,16,1,1,0,0,0,5,1,3,36
6,7,10,3,13,12,86,0,0,0,0,0,1,1,0,21222,10,4,7,14,1516,10,4,0,27,2,1,0,0,0,2,1,2,60
14,6,9,9,8,15,33,0,0,0,0,0,1,1,0,21100,5,2,8,14,1786,5,1,3,14,2,2,0,2,0,4,2,3,40
5,2,13,5,12,6,46,0,0,0,0,0,1,1,0,10202,8,4,9,14,1788,8,3,10,25,2,1,0,0,0,2,2,2,43
19,12,3,12,3,11,0,0,1,0,0,0,1,1,10,0,4,0,10,14,2002,4,0,5,3,2,7,0,2,0,4,3,0,3
9,10,10,7,6,14,26,0,0,0,0,0,1,1,0,20001,3,2,11,14,15001,3,2,5,16,0,2,0,1,0,4,1,3,40
5,11,14,2,12,9,80,0,0,0,0,0,4,4,0,22022,10,5,12,13,229,10,3,10,27,1,0,1,0,0,2,2,1,70
3,3,14,6,9,9,46,0,0,0,0,1,4,4,0,12002,10,4,13,13,230,10,1,0,20,2,0,1,0,0,3,3,2,46
7,4,16,7,10,8,26,0,0,0,0,0,4,4,0,10020,8,3,14,13,231,8,2,0,19,3,0,1,2,0,4,1,3,40
7,6,7,8,8,8,66,0,0,0,0,0,4,4,0,22201,8,2,15,13,232,8,2,10,17,2,2,0,1,0,2,2,3,53
9,9,10,12,4,13,40,0,0,0,0,0,4,4,0,2200,3,3,16,13,670,3,0,10,13,3,1,0,2,0,5,1,3,36
8,1,11,4,14,5,53,0,0,0,0,0,4,4,0,11220,10,1,17,13,673,10,4,0,21,2,1,0,2,0,1,2,4,50
8,5,13,3,9,6,53,0,0,0,0,0,4,4,0,11022,10,4,18,13,674,10,3,8,26,0,0,1,0,0,1,3,2,56
9,12,6,9,8,11,33,0,0,0,0,0,4,4,0,10021,3,3,19,13,680,3,1,8,17,2,3,0,1,0,1,4,1,36
13,7,5,15,10,10,53,0,0,0,0,0,4,4,0,12102,4,1,20,13,681,4,1,3,10,3,5,0,0,0,2,4,0,30
9,8,9,5,7,5,60,0,0,0,0,0,4,4,0,2220,10,4,21,13,1750,10,3,10,21,1,3,0,2,0,3,0,0,60
14,15,9,10,8,13,26,0,0,0,0,0,4,4,0,21,3,2,22,13,2013,3,2,4,14,0,3,0,1,0,4,1,1,33
8,2,18,1,13,7,100,0,0,0,0,0,4,4,0,22222,0,5,23,13,2014,0,5,10,31,0,1,0,0,0,1,0,1,73
11,16,8,11,6,13,20,0,0,0,0,0,4,4,0,10101,3,2,24,13,8001,3,1,4,14,0,2,0,1,0,3,2,3,26
11,14,7,16,3,15,46,0,0,0,0,0,4,4,0,20201,4,2,25,13,100081,4,0,4,9,2,3,0,1,0,5,1,2,30
8,10,11,13,8,18,20,0,0,0,0,0,4,4,0,200,5,2,26,13,100087,5,1,3,12,2,3,0,2,0,4,1,2,36
5,13,6,14,6,14,13,0,0,0,0,0,4,4,0,10001,5,2,27,13,110724,5,1,4,12,1,3,0,1,0,4,2,1,36
8,3,11,11,8,14,40,0,0,0,0,0,10,10,0,22,3,3,28,10,245,4,0,0,11,4,2,0,0,0,3,2,0,36
3,1,19,2,16,6,80,0,0,0,0,1,10,10,0,22202,10,4,29,11,246,10,4,0,26,2,0,1,0,0,1,1,1,83
4,2,20,1,21,1,100,0,0,0,1,0,10,10,0,22222,0,6,30,11,247,0,5,0,33,1,0,1,0,1,0,0,0,100
5,13,5,14,3,14,6,0,0,0,0,0,10,10,0,10,3,2,31,11,634,3,0,3,10,1,1,0,2,0,4,2,2,30
7,14,7,16,7,17,46,0,0,0,0,0,10,10,0,20201,5,2,32,11,645,5,0,5,8,1,2,0,1,0,5,1,1,26
13,7,6,17,3,8,33,0,0,0,0,0,10,10,0,211,4,1,33,11,1903,4,1,8,8,4,3,0,1,0,4,1,1,26
10,9,5,15,3,9,40,0,0,0,0,0,10,10,0,20200,3,2,34,10,1905,3,1,5,9,0,3,0,2,0,4,0,0,30
2,4,15,3,11,3,73,0,0,0,1,0,10,10,0,12221,10,4,35,10,1906,10,4,10,26,1,0,1,1,1,0,1,1,86
3,5,10,4,12,5,73,0,0,0,0,0,10,10,0,22121,10,5,36,11,1908,10,3,10,26,1,0,1,1,0,1,2,0,76
8,10,2,18,6,13,33,0,0,0,0,0,10,10,0,21010,4,0,37,11,1909,3,2,3,8,1,3,0,2,0,4,0,2,16
11,12,14,12,3,8,40,0,0,0,0,0,10,10,0,20111,3,2,38,10,1910,3,0,3,10,1,2,0,1,0,2,2,2,33
8,8,8,13,6,17,26,0,0,0,0,0,10,10,0,1020,3,2,39,11,1913,3,1,8,10,2,2,0,2,0,5,0,1,23
8,17,5,8,9,9,46,0,0,0,0,0,10,10,0,212,8,2,40,11,1914,3,2,5,14,0,3,0,0,0,2,1,1,46
