overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,82,82,83,82,84,82,1,81,83
-1,80,80,81,81,81,76,18,80,80
1,83,85,84,90,85,84,21,91,85
-2,80,79,81,81,82,78,22,80,79
-1,73,73,74,73,74,72,31,73,74
1,79,81,80,81,81,79,32,82,82
-1,73,73,74,77,73,73,36,76,72
1,75,76,75,76,74,76,54,77,76
1,73,75,74,74,75,74,55,74,76
1,75,78,77,79,78,76,69,79,79
-1,73,73,74,74,73,73,71,72,72
1,76,77,76,77,76,77,72,78,76
1,84,84,83,84,79,85,73,84,80
-1,74,75,76,78,77,73,74,77,77
1,73,75,74,73,74,74,78,73,75
1,74,76,75,74,75,74,169,75,76
-1,75,76,77,76,78,75,175,75,76
-1,74,73,74,72,74,73,206,72,73
-1,78,77,78,76,78,79,219,76,78
1,83,86,85,87,85,84,243,87,87
1,74,76,75,76,71,74,245,78,71
2,75,78,76,79,76,77,247,79,79
1,75,77,76,79,76,76,450,79,76
-1,75,75,76,75,77,74,453,75,77
-1,77,76,77,77,77,76,479,80,76
1,77,79,78,78,80,77,483,79,81
1,73,78,77,79,78,75,605,81,78
-1,77,76,77,75,75,76,1831,75,75
1,75,77,76,82,76,77,1860,82,77
-1,74,74,75,76,75,73,1861,76,74
1,72,77,76,77,77,72,1896,78,78
1,74,77,76,86,77,75,112139,88,77
-1,79,79,80,80,80,77,112172,79,80
1,80,83,82,86,83,80,115995,87,84
-1,82,82,83,87,83,80,115998,85,82
-2,78,75,77,78,77,75,115999,77,75
1,76,78,77,77,80,77,116002,79,81
1,83,84,83,87,82,84,116010,87,82
-1,78,76,77,78,75,77,116011,78,74
1,74,76,75,75,75,75,116013,76,76
-1,75,74,75,75,74,73,116014,74,73
-1,74,72,73,75,70,73,116020,75,69
1,84,85,84,87,83,85,116033,90,84
-1,76,77,78,78,80,73,116035,77,80
-1,78,78,79,81,80,77,116327,81,79
-2,73,73,75,76,74,72,116328,75,73
1,78,80,79,82,79,80,116333,82,79
1,75,77,76,77,76,76,116336,77,76
-1,73,73,74,76,75,71,116337,76,75
-1,73,72,73,68,74,71,131106,68,74
