competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
56,5,12,433,56,22221,29,29,176,161101,151369,54000,112126,2011,56
56,11,6,708,56,1112,29,29,261,161101,151370,54000,321,11111,56
56,1,2,320,56,22221,29,29,179,161101,151371,54000,700,20220,56
56,8,9,113458,56,20002,29,29,34,161101,151372,54000,702,22212,56
56,4,7,1439,56,22120,29,29,249,161101,151373,54000,710,2200,56
56,3,14,111705,56,21202,29,29,469,161101,151374,54000,711,2,56
56,10,15,113892,56,120,29,29,34,161101,151375,54000,112072,1011,56
56,13,16,113743,56,10001,29,29,35,161101,151376,54000,319,10,56
41,16,1,918,41,12200,27,27,34,161101,151593,61200,1755,22222,41
41,2,11,1463,41,22212,27,27,34,161100,151594,64800,919,12220,41
41,6,5,417,41,202,27,27,178,161101,151595,69300,299,20000,41
41,3,10,1456,41,20220,27,27,180,161101,151596,61200,418,11020,41
41,9,13,1757,41,122,27,27,34,161101,151597,61200,298,12,41
41,12,8,922,41,2002,27,27,228,161101,151598,61200,1756,222,41
41,7,4,300,41,12012,27,27,249,161101,151599,61200,112199,1000,41
41,14,15,920,41,22110,27,27,180,161101,151600,61200,917,20000,41
4,9,15,681,4,10021,13,13,249,161099,152053,74700,680,12102,4
4,8,6,230,4,22201,13,13,26,161100,152054,57600,232,12002,4
4,11,10,2013,4,10101,13,13,228,161100,152055,65700,8001,21,4
4,12,14,110724,4,2200,13,13,147,161100,152056,74700,670,10001,4
4,5,7,231,4,2220,13,13,176,161101,152057,48600,1750,10020,4
4,13,4,673,4,200,13,13,176,161101,152058,57600,100087,11220,4
4,2,3,674,4,22022,13,13,178,161101,152059,66600,229,11022,4
4,16,1,2014,4,20201,13,13,34,161101,152060,69300,100081,22222,4
350,7,9,113057,350,10021,12,12,149,161100,152329,64800,112096,11201,350
350,17,16,113060,350,210,12,12,149,161100,152330,64800,113222,20000,350
350,2,8,112408,350,21222,12,12,149,161100,152331,75600,112139,1002,350
350,13,15,112883,350,21,12,12,149,161098,152332,64800,112572,1010,350
350,12,6,607,350,1022,12,12,345,161099,152333,75600,113058,10110,350
350,4,11,113217,350,12202,12,12,149,161098,152334,75600,112387,22021,350
350,10,18,112392,350,1202,12,12,149,161098,152335,64800,111674,1001,350
350,5,14,113037,350,22220,12,12,149,161098,152336,75600,112390,21200,350
350,3,1,605,350,22111,12,12,262,161099,152337,64800,112393,22222,350
189,7,3,898,189,210,13,13,178,161100,152569,64800,1713,2022,189
189,9,8,1704,189,2122,13,13,34,161100,152570,64800,1862,20010,189
189,5,1,900,189,202,12,13,176,161100,152571,73800,897,22112,189
189,11,10,322,189,20110,13,12,33,161101,152572,51300,115201,2200,189
189,2,6,10032,189,22110,12,13,35,161101,152573,59400,894,20010,189
189,12,4,324,189,2,13,12,178,161101,152574,59400,896,22222,189
68,8,12,101007,68,20022,11,11,249,161099,152817,72000,741,2021,68
68,16,4,436,68,1,11,11,261,161099,152818,72000,101033,20212,68
68,6,7,111339,68,10222,11,11,193,161100,152819,48600,101020,20220,68
68,13,15,113142,68,20202,11,11,178,161100,152820,57600,110776,2000,68
68,10,14,111117,68,12021,11,11,178,161100,152821,57600,101041,211,68
68,1,9,101028,68,22222,11,11,249,161100,152822,68400,325,12000,68
68,19,17,131389,68,102,11,10,469,161101,152823,48600,748,202,68
68,20,11,101037,68,200,11,10,178,161101,152824,57600,746,2000,68
68,18,5,327,68,12101,11,11,176,161101,152825,57600,101014,22020,68
68,2,3,101016,68,22220,11,11,147,161101,152826,68400,326,22021,68
80,8,12,781,80,20102,13,13,182,161100,153201,61200,111822,100,80
80,6,4,2017,80,12012,13,13,35,161100,153202,61200,254,12022,80
80,9,11,15040,80,10100,13,13,469,161100,153203,61200,15009,0,80
80,2,5,1787,80,22200,13,13,176,161101,153204,52200,209,11220,80
80,3,10,110720,80,2212,13,13,178,161101,153205,52200,252,10120,80
80,1,7,256,80,21022,13,13,179,161101,153206,61200,191,12222,80
1,5,3,1516,1,10202,14,14,178,161101,153399,57600,1788,21222,1
1,12,10,272,1,0,14,14,228,161101,153400,64800,2002,2011,1
1,9,4,270,1,21100,14,14,228,161099,153401,68400,1786,2210,1
1,7,11,822,1,20001,14,14,249,161101,153402,50400,15001,12010,1
1,8,6,271,1,20012,14,14,33,161101,153403,72000,1443,1221,1
1,2,1,819,1,22121,14,14,194,161101,153404,43200,269,1222,1
13,19,4,1,13,20000,11,11,156,161100,153617,54000,1796,22120,13
13,15,5,2,13,2010,11,11,115,161101,153618,50400,144,21220,13
13,6,18,1943,13,21212,11,11,348,161100,153619,63000,13,20,13
13,20,7,1808,13,2,11,11,340,161101,153620,50400,1794,1011,13
13,1,10,5,13,222,11,11,28,161101,153621,59400,10,22102,13
13,16,11,1799,13,2021,11,11,330,161100,153622,54000,7,21002,13
13,9,3,9,13,10222,11,11,13,161101,153623,50400,1925,1221,13
13,17,8,11,13,101,11,11,1,161100,153624,54000,1923,2202,13
13,13,12,19,13,11102,11,11,355,161101,153625,50400,14,21000,13
13,2,14,110,13,22220,11,11,415,161100,153626,45000,18,21210,13
60,8,3,4,60,21201,15,16,261,161100,154079,54000,1926,2222,60
60,12,21,1480,60,121,16,15,32,161100,154080,54000,1962,20020,60
60,17,23,1936,60,22202,15,16,228,161100,154081,54000,1917,1202,60
60,5,7,91,60,22121,15,15,249,161100,154082,54000,1932,10202,60
60,18,22,112260,60,1,15,15,34,161100,154083,54000,143,211,60
60,2,15,1958,60,21012,15,15,228,161100,154084,54000,1951,22111,60
60,16,9,149,60,100,15,15,32,161100,154085,54000,1928,2210,60
60,14,20,1930,60,22201,15,16,228,161100,154086,54000,15015,100,60
60,13,4,1938,60,10121,16,16,228,161100,154087,43200,1944,21220,60
60,11,1,1790,60,12002,15,15,112,161100,154088,54000,89,22212,60
60,24,19,127,60,1,16,15,228,161100,154089,54000,1793,12000,60
60,6,10,1933,60,20112,15,16,228,161100,154090,54000,361,21011,60
2216,12,11,131283,2216,0,5,5,179,161101,154469,50400,116015,2,2216
2216,1,10,116016,2216,21222,5,5,265,161101,154470,46800,116010,201,2216
2216,5,7,116020,2216,1222,5,5,335,161101,154471,67500,116009,22100,2216
2216,9,2,116017,2216,20001,5,5,466,161101,154472,46800,116013,21220,2216
2216,8,6,116012,2216,2010,5,5,1,161101,154473,43200,116014,21121,2216
2216,4,3,116011,2216,22012,5,5,409,161101,154474,45000,116343,2221,2216
2218,2,12,116044,2218,22220,6,6,469,161100,154607,54000,116035,10000,2218
2218,7,5,116040,2218,10121,5,6,468,161100,154608,54000,116416,21202,2218
2218,6,10,116039,2218,2022,6,4,468,161101,154609,75600,116034,10001,2218
2218,3,1,116033,2218,12111,6,6,426,161099,154610,75600,116037,22222,2218
2218,11,4,116036,2218,10100,6,6,469,161100,154611,50400,116038,212,2218
2218,8,9,116042,2218,12101,5,6,469,161100,154612,54000,131219,1002,2218
19,13,2,21,19,20002,10,10,261,161100,154793,55800,111235,12222,19
19,8,5,112172,19,20201,10,10,420,161101,154794,70200,25,11220,19
19,16,1,32,19,0,10,10,12,161101,154795,55800,1831,22222,19
19,9,11,23,19,20001,10,10,343,161099,154796,73800,175,21021,19
19,7,12,38,19,2212,10,10,413,161101,154797,63000,1824,21,19
19,18,14,160,19,201,10,10,473,161100,154798,66600,31,1012,19
19,6,10,100409,19,2020,10,10,412,161100,154799,55800,10029,221,19
19,4,3,36,19,22210,10,10,418,161100,154800,55800,22,22200,19
19,17,15,110502,19,1012,10,10,26,161100,154801,55800,169,22000,19
20,10,15,34,20,11220,12,12,30,161099,155117,66600,580,22,20
20,16,12,166,20,1200,12,12,135,161100,155118,73800,1832,2021,20
20,3,1,110329,20,20202,12,12,475,161099,155119,66600,485,22122,20
20,11,9,10030,20,20220,12,12,436,161100,155120,46800,171,22102,20
20,2,5,576,20,21212,12,12,32,161100,155121,46800,28,21201,20
20,14,13,110588,20,20001,12,12,178,161101,155122,48600,27,1000,20
20,4,6,165,20,1220,12,12,474,161101,155123,48600,110636,12022,20
20,17,18,110500,20,11001,12,12,33,161100,155124,46800,487,0,20
20,7,8,492,20,12010,12,12,178,161101,155125,48600,29,1222,20
2215,8,2,115998,2215,12002,6,6,472,161101,155351,50400,116002,22210,2215
2215,3,6,116003,2215,21210,6,6,423,161102,155352,70200,115999,2002,2215
2215,12,1,115995,2215,10001,6,6,261,161101,155353,66600,131106,22122,2215
2215,9,10,116021,2215,210,6,6,420,161100,155354,43200,116004,20001,2215
2215,4,5,115997,2215,21221,6,6,416,161099,155355,66600,115996,2122,2215
2215,11,7,116001,2215,20,6,6,468,161100,155356,50400,131386,211,2215
10,10,14,634,10,20100,11,11,249,161099,155546,72000,100634,10,10
10,8,1,247,10,212,11,11,463,161101,155547,44100,1914,22222,10
10,5,15,1905,10,2112,10,11,249,161100,155548,67500,100632,20200,10
10,13,18,1909,10,1020,11,11,179,161100,155549,75600,1913,21010,10
10,6,16,645,10,120,11,11,228,161101,155550,52200,100646,20201,10
10,11,9,111380,10,22,11,10,228,161101,155551,52200,245,22112,10
10,12,4,1908,10,20111,11,10,176,161100,155552,72000,1910,22121,10
10,3,2,246,10,12221,11,10,194,161101,155553,60300,1906,22202,10
10,7,17,1903,10,21001,11,11,180,161101,155554,72000,1971,211,10
66,4,5,110746,66,22012,14,13,178,161101,155879,54000,114326,22122,66
66,2,12,111083,66,22102,13,14,178,161100,155880,72000,110745,21121,66
66,14,7,110749,66,10210,14,13,249,161100,155881,63000,301,21000,66
66,1,15,110747,66,21212,13,14,179,161099,155882,73800,111092,20110,66
66,3,6,1871,66,22112,13,14,176,161101,155883,63000,873,2,66
66,11,18,111085,66,21111,14,14,182,161100,155884,54000,111086,0,66
66,16,10,112511,66,10100,14,14,468,161099,155885,64800,114393,1212,66
66,8,13,114004,66,1222,14,14,35,161101,155886,45000,420,20,66
66,9,17,874,66,2120,13,14,182,161102,155887,68400,111088,1010,66
308,9,7,1898,308,122,10,10,179,161101,156149,55800,489,1100,308
308,15,12,1888,308,2,10,10,228,161101,156150,55800,744,2010,308
308,8,14,111539,308,21002,10,10,469,161100,156151,64800,112809,10102,308
308,17,11,10031,308,12200,10,10,468,161100,156152,55800,518,2020,308
308,13,16,10020,308,10010,10,10,468,161099,156153,72900,114510,10002,308
308,4,18,112513,308,22212,10,10,153,161101,156154,64800,1896,0,308
308,3,5,1887,308,20220,10,10,179,161100,156155,73800,236,12220,308
308,1,2,234,308,22222,10,10,457,161101,156156,73800,237,22212,308
308,6,10,718,308,22122,10,10,34,161100,156157,64800,1900,10220,308
330,4,7,110075,330,11212,15,15,468,161100,156485,75600,114147,21101,330
330,2,12,110815,330,21120,15,15,35,161100,156486,67500,114385,2111,330
330,11,10,110750,330,20111,15,15,178,161102,156487,73800,110072,11122,330
330,15,5,308,330,1010,15,15,261,161101,156488,57600,100757,21001,330
330,14,1,100761,330,1101,15,15,176,161101,156489,75600,115716,12110,330
330,3,8,113378,330,12122,15,15,178,161099,156490,73800,310,221,330
330,6,9,110751,330,11211,15,15,196,161100,156491,50400,110078,12120,330
330,13,16,110752,330,11102,15,15,182,161101,156492,48600,113182,1,330
50,9,3,100805,50,11011,10,11,34,161097,156676,71100,81,21020,50
50,7,1,78,50,22102,12,10,480,161101,156677,52200,77,22122,50
50,3,6,180,50,21020,11,10,228,161100,156678,54000,100805,11202,50
50,4,9,81,50,2202,11,12,180,161100,156679,54000,82,11011,50
50,2,11,621,50,2222,12,11,249,161101,156680,43200,86,20000,50
50,5,8,83,50,21002,12,11,180,161100,156681,54000,80,1001,50
50,10,12,100804,50,1110,11,11,228,161100,156682,54000,631,11021,50
2222,3,10,116328,2222,22220,7,7,388,161101,156889,66600,116334,22020,2222
2222,14,5,116327,2222,10,7,7,364,161100,156890,43200,116331,22020,2222
2222,7,6,131125,2222,2202,7,7,469,161101,156891,43200,116332,11102,2222
2222,8,4,116333,2222,1212,7,7,396,161101,156892,59400,116339,12122,2222
2222,9,2,116326,2222,10202,7,7,471,161099,156893,72000,116336,22202,2222
2222,1,13,116340,2222,22222,7,7,386,161100,156894,59400,116325,210,2222
2222,15,12,116337,2222,0,7,7,389,161101,156895,43200,131391,20020,2222
2222,11,16,116338,2222,12,7,7,229,161100,156896,66600,116330,10000,2222
2149,10,7,113297,2149,12000,6,5,197,161114,157111,63000,111629,220,2149
2149,9,1,113298,2149,2100,5,6,197,161116,157112,72000,114168,22212,2149
2149,8,6,113040,2149,2101,6,6,149,161115,157116,72000,113302,21120,2149
2149,5,9,114168,2149,10022,6,6,229,161120,157117,72000,113257,2100,2149
2149,11,2,113299,2149,111,6,6,197,161114,157121,72000,113301,20122,2149
2149,12,8,113302,2149,11001,6,7,229,161119,157122,72000,115202,2101,2149
2149,3,11,113301,2149,2222,6,4,33,161121,157128,72000,113146,111,2149
