homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
8,5,17,2,16,9,0,0,0,0,0,0,1,1,0,0,0,5,0,17,269,10,5,10,34,0,2,0,0,0,1,3,1,0
8,9,15,6,11,11,0,0,0,0,0,0,1,1,0,0,0,5,1,17,270,8,3,3,27,0,2,0,2,0,4,1,2,0
10,3,10,4,11,7,0,0,0,0,0,0,1,1,0,0,0,4,2,17,271,10,3,8,28,0,2,0,0,0,1,5,2,0
17,8,8,9,13,8,0,0,0,0,0,0,1,1,0,0,0,0,3,17,272,5,4,3,17,0,6,0,1,0,2,2,3,0
9,1,16,3,18,12,0,0,0,0,0,1,1,1,0,0,0,5,4,17,819,10,5,0,33,0,3,0,2,0,1,2,1,0
10,11,9,11,7,11,0,0,0,0,0,0,1,1,0,0,0,2,5,17,822,4,1,5,14,0,4,0,1,0,5,3,2,0
10,4,12,8,5,19,0,0,0,0,0,0,1,1,0,0,0,4,6,17,1443,3,1,3,19,0,1,0,2,0,7,1,3,0
7,7,17,1,17,13,0,0,0,0,0,0,1,1,0,0,0,6,7,17,1516,0,5,0,36,0,1,0,0,0,2,1,2,0
15,6,9,10,9,16,0,0,0,0,0,0,1,1,0,0,0,2,8,17,1786,5,1,3,16,0,3,0,1,0,4,3,4,0
5,2,13,5,13,9,0,0,0,0,0,0,1,1,0,0,0,4,9,17,1788,8,3,10,27,0,1,0,1,0,3,3,3,0
20,12,4,12,5,15,0,0,0,0,0,0,1,1,0,0,0,0,10,17,2002,4,1,5,7,0,7,0,2,0,5,3,1,0
12,10,15,7,6,15,0,0,0,0,0,0,1,1,0,0,0,3,11,17,15001,3,2,5,20,0,2,0,0,0,5,1,4,0
11,11,25,2,23,16,0,0,0,0,0,0,4,4,0,0,0,9,12,25,229,10,5,10,51,0,0,1,0,0,2,6,3,0
8,3,30,4,18,15,0,0,0,0,0,1,4,4,0,0,0,8,13,25,230,10,4,0,44,0,0,1,0,0,5,4,4,0
11,4,31,3,22,12,0,0,0,0,0,0,4,4,0,0,0,7,14,25,231,10,5,0,44,0,0,1,0,0,5,2,6,0
10,6,10,10,13,24,0,0,0,0,0,0,4,4,0,0,0,4,15,25,232,3,2,10,28,0,4,0,0,0,5,5,5,0
22,9,20,13,5,20,0,0,0,0,0,0,4,4,0,0,0,6,16,25,670,3,0,10,24,0,4,0,2,0,9,3,3,0
13,1,24,7,21,13,0,0,0,0,0,0,4,4,0,0,0,4,17,25,673,10,5,0,37,0,2,0,1,0,4,4,6,0
16,5,27,6,14,15,0,0,0,0,0,0,4,4,0,0,0,6,18,25,674,10,4,8,39,0,2,0,2,0,4,4,5,0
13,12,15,8,16,24,0,0,0,0,0,0,4,4,0,0,0,6,19,25,680,8,2,8,34,0,3,0,0,0,4,6,4,0
24,7,18,11,20,23,0,0,0,0,0,0,4,4,0,0,0,4,20,25,681,3,2,3,26,0,7,0,1,0,4,7,1,0
14,8,20,5,15,16,0,0,0,0,0,0,4,4,0,0,0,7,21,25,1750,8,5,10,39,0,4,0,0,0,6,2,1,0
24,15,14,15,9,25,0,0,0,0,0,0,4,4,0,0,0,3,22,25,2013,5,3,4,21,0,7,0,2,0,9,1,2,0
14,2,31,1,23,13,0,0,0,0,0,0,4,4,0,0,0,10,23,25,2014,0,8,10,59,0,1,0,1,0,1,3,2,0
