overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,84,83,1,84,86
1,84,84,83,84,81,85,9,85,82
1,84,86,85,85,86,85,10,87,87
1,80,82,81,80,79,81,11,80,80
1,80,81,80,80,78,82,13,80,79
-2,78,77,79,79,79,75,19,79,77
-1,83,83,84,90,82,82,21,88,80
1,79,82,81,81,82,82,22,81,82
-1,77,75,76,78,75,76,25,76,75
1,80,82,81,82,83,82,32,83,84
1,83,83,82,81,82,85,44,82,83
1,79,81,80,77,80,81,45,76,81
-1,75,75,76,80,76,74,65,80,74
-1,77,76,77,77,76,76,72,77,76
-1,73,74,75,73,75,72,169,73,75
-1,75,76,77,76,78,73,175,76,77
-1,79,78,79,79,80,77,234,79,78
2,77,79,77,79,77,79,236,79,78
1,78,79,78,79,79,79,237,80,80
-1,81,82,83,84,83,80,240,83,83
-1,84,83,84,84,84,82,241,84,84
1,83,86,85,85,86,84,243,86,88
-1,74,75,76,77,75,74,245,76,74
1,78,80,79,78,80,79,448,81,81
1,76,80,79,76,80,77,449,79,80
-1,74,75,76,79,76,73,450,79,75
-1,75,74,75,73,74,73,461,72,74
2,77,78,76,77,76,78,479,80,77
1,79,80,79,80,77,81,481,81,79
-1,76,76,77,75,76,75,1799,76,75
-1,76,76,77,76,76,75,1824,76,76
-1,75,75,76,77,77,73,1896,77,76
-1,74,75,76,77,75,75,1943,75,75
-1,74,75,76,77,76,74,10029,76,75
-1,78,77,78,78,79,77,110062,78,77
-1,79,79,80,80,80,78,112172,79,79
-1,79,79,80,83,78,79,114912,83,79
1,78,79,78,78,78,77,115845,78,79
1,82,83,82,82,82,83,115995,82,84
-1,78,78,79,80,81,77,115997,79,80
-1,76,76,77,77,77,75,115999,76,76
-1,83,82,83,83,83,82,116009,83,82
1,82,84,83,74,82,84,116010,74,83
-1,78,76,77,78,74,77,116011,78,74
1,77,81,80,81,81,78,116012,83,81
1,79,81,80,82,82,79,116017,82,84
2,85,87,85,84,87,86,116325,86,89
1,78,80,79,79,78,79,116326,80,80
1,78,79,78,81,78,80,116333,80,79
1,79,81,80,82,80,79,116365,82,82
