overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,79,81,80,82,80,80,2,83,80
1,84,84,83,84,81,84,9,85,81
-1,75,76,77,75,78,75,14,75,77
1,83,85,84,90,85,84,21,91,85
-1,81,80,81,81,81,80,22,81,81
-1,73,73,74,73,74,72,31,73,74
1,79,81,80,81,81,79,32,82,81
-1,73,73,74,77,73,72,36,78,74
1,82,83,82,82,82,83,44,83,83
1,76,76,75,78,74,77,54,78,74
1,78,78,77,77,76,79,64,78,76
-1,76,74,75,76,73,76,66,76,71
-1,74,76,77,79,78,74,69,77,77
1,76,77,76,77,76,77,72,77,77
1,84,84,83,84,79,84,73,84,80
1,75,76,75,75,76,75,95,75,77
1,76,77,76,76,77,76,110,77,78
-1,76,76,77,76,77,75,144,74,77
-1,75,76,77,76,78,74,175,76,77
-1,78,77,78,76,78,78,219,75,78
-1,79,78,79,79,81,77,234,78,81
1,78,79,78,80,77,80,325,80,77
1,76,78,77,78,77,78,326,78,77
-1,73,73,74,76,75,72,452,75,74
-1,77,76,77,77,77,76,479,77,77
-1,78,78,79,79,80,77,483,78,80
1,76,77,76,76,74,75,1824,78,75
-1,77,76,77,75,75,76,1831,74,74
1,75,77,76,82,76,76,1860,82,76
-1,74,74,75,76,75,74,1861,76,74
1,76,77,76,75,76,77,1925,76,75
-1,78,77,78,78,77,77,110374,77,77
-1,74,74,75,74,75,73,111811,74,75
-1,72,74,75,77,74,71,111974,77,74
1,74,77,76,86,77,74,112139,86,78
1,80,83,82,86,83,82,115995,86,83
1,78,78,77,78,77,78,115999,78,78
-1,76,76,77,77,80,75,116002,77,78
1,77,81,80,81,81,78,116012,81,81
-1,74,74,75,75,75,72,116013,75,76
-1,76,76,77,80,78,75,116015,79,77
1,84,85,84,86,83,85,116033,87,84
1,80,82,81,83,79,80,116034,84,79
1,75,79,78,77,80,75,116035,79,82
1,80,79,78,75,79,81,116300,75,79
-1,76,75,76,72,75,74,116303,72,75
1,77,79,78,79,77,78,116310,80,78
-1,78,78,79,78,80,78,116326,78,79
-1,75,75,76,78,76,75,116334,79,76
-1,75,75,76,77,76,74,116336,77,76
