overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,79,80,79,86,79,80,5,86,79
1,75,77,76,78,76,76,7,78,76
1,84,84,83,84,81,85,9,85,82
1,84,86,85,85,86,85,10,86,87
-1,78,78,79,79,79,77,19,77,79
-1,83,83,84,90,82,81,21,88,81
-1,76,75,76,75,76,74,23,74,75
1,80,82,81,82,83,80,32,83,84
1,83,83,82,82,82,84,44,83,83
-1,81,80,81,81,79,81,47,80,78
1,75,77,76,80,76,75,65,82,76
-1,77,76,77,77,76,77,72,77,75
-1,73,73,74,74,74,73,78,73,74
-1,76,76,77,75,77,75,144,75,76
-1,77,76,77,76,77,77,219,75,76
1,79,80,79,79,80,80,234,80,81
2,77,79,77,79,77,78,236,79,78
1,78,79,78,79,79,78,237,80,81
1,78,77,76,75,76,79,246,76,77
1,76,78,77,79,77,77,247,80,78
1,77,79,78,81,78,78,325,82,79
1,79,80,79,79,80,79,448,81,81
-1,75,75,76,77,76,74,453,77,76
-1,74,74,75,75,76,73,472,75,75
1,77,77,76,77,76,76,479,80,76
1,75,79,78,81,78,76,605,83,78
-1,73,73,74,71,74,72,1796,70,73
1,78,78,77,75,77,79,1808,77,78
1,76,77,76,74,75,77,1831,73,76
-1,76,76,77,77,76,75,1925,77,76
-1,74,73,74,75,74,73,100409,74,73
-1,73,73,74,73,73,72,110373,71,72
-1,73,73,74,76,73,73,110832,77,73
-1,73,74,75,78,73,72,111974,77,73
1,79,81,80,80,80,81,112172,81,81
-1,76,79,80,81,80,75,115841,81,79
1,77,79,78,78,78,78,115845,78,79
-1,78,78,79,80,81,77,115997,79,81
1,80,83,82,88,82,80,115998,90,82
1,76,77,76,75,75,77,116002,76,75
-1,82,82,83,83,82,82,116010,82,81
-1,78,76,77,78,74,77,116011,77,74
-1,74,73,74,76,74,72,116013,75,73
-1,73,75,76,78,76,73,116014,77,75
2,79,82,80,82,82,80,116017,85,83
1,81,82,81,83,80,81,116034,84,81
-1,79,78,79,79,79,79,116327,79,78
-1,75,76,77,78,77,76,116336,77,76
-1,74,74,75,77,75,73,116337,76,74
2,72,76,74,75,74,74,116343,77,76
