overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,85,83,1,83,85
1,76,77,76,78,76,78,7,78,77
1,84,86,85,86,87,85,10,86,88
1,78,81,80,80,78,78,13,82,79
-1,75,76,77,75,76,74,14,73,75
-1,81,80,81,82,81,78,18,81,80
-2,78,77,79,79,79,75,19,78,78
1,83,85,84,90,82,83,21,91,83
1,80,82,81,81,82,81,22,81,82
-1,75,75,76,75,77,73,23,76,76
1,82,83,82,83,83,83,44,83,84
-1,79,79,80,81,80,78,45,81,79
-1,80,80,81,80,82,79,47,80,81
-1,75,75,76,77,77,74,66,76,76
1,77,77,76,76,76,77,72,76,78
1,74,77,76,77,76,75,74,78,77
-1,76,76,77,78,77,75,110,77,77
-1,76,76,77,71,77,75,144,71,77
1,74,77,76,76,77,75,175,75,77
1,75,77,76,78,76,76,189,81,77
1,79,80,79,79,80,80,234,80,81
1,76,78,77,80,77,76,236,80,79
1,78,79,78,80,78,79,237,81,79
-1,84,83,84,84,84,83,241,83,83
2,76,79,77,79,77,78,247,80,80
-1,79,79,80,79,80,78,448,79,80
1,74,77,76,79,76,74,450,80,76
-1,76,75,76,77,76,75,453,76,75
-1,80,79,80,79,82,80,457,78,82
-1,76,75,76,75,75,75,1831,76,75
-1,76,75,76,75,76,75,1860,74,75
-1,74,75,76,79,75,72,1943,79,75
1,78,80,79,79,80,79,110062,79,80
2,73,77,75,86,75,74,112139,86,76
-1,79,79,80,83,80,78,114912,83,78
1,82,83,82,82,82,83,115995,83,83
1,78,79,78,78,81,78,115997,79,82
-1,76,76,77,77,77,74,115999,76,76
1,83,84,83,83,83,84,116009,83,84
1,82,84,83,83,82,83,116010,83,83
-1,77,77,78,79,78,76,116015,79,77
2,79,82,80,86,82,80,116017,88,83
-1,77,77,78,78,79,76,116035,75,79
-1,78,76,77,76,77,77,116037,75,75
1,78,80,79,82,79,78,116302,83,80
-1,75,77,78,77,77,75,116306,76,75
1,74,80,79,81,76,74,116309,84,77
-1,77,79,80,81,78,75,116310,82,78
-2,78,77,79,81,78,77,116333,81,77
-1,79,79,80,81,80,78,116365,80,79
