overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,80,80,81,82,80,79,2,83,81
-1,81,80,81,82,81,79,18,81,80
1,80,82,81,81,82,80,22,80,82
-1,76,75,76,75,76,74,23,74,76
-1,76,75,76,76,76,75,25,75,75
-1,71,72,73,73,74,69,31,73,72
2,75,78,76,77,75,78,36,79,77
-1,73,73,74,74,74,73,38,73,72
1,79,81,80,81,80,80,45,81,81
1,75,77,76,77,76,76,66,77,77
-1,72,73,74,73,75,71,70,72,75
1,77,77,76,77,76,77,72,78,77
1,76,78,77,71,77,77,144,74,79
2,79,81,79,79,80,81,234,80,82
1,76,79,78,80,77,77,236,81,79
1,78,79,78,79,79,78,237,81,79
-1,81,82,83,84,83,80,240,83,82
1,77,77,76,75,76,78,246,75,77
1,76,78,77,79,77,77,247,79,77
-1,72,74,75,73,74,71,327,73,75
-1,72,73,74,70,75,71,436,70,74
1,80,80,79,77,80,80,448,79,80
-1,72,72,73,73,74,72,463,72,72
-1,75,75,76,77,76,73,479,77,75
1,75,79,78,81,78,76,605,82,79
-1,77,76,77,76,76,76,1824,75,75
1,75,77,76,77,76,75,1896,80,77
-1,76,76,77,77,76,75,1925,76,76
-1,75,75,76,76,75,74,10029,74,74
1,80,81,80,80,80,81,112172,81,81
1,79,81,80,82,79,79,114912,82,80
1,82,83,82,82,82,83,115995,84,84
1,78,79,78,78,81,79,115997,78,81
-1,80,81,82,84,82,79,115998,83,81
-1,76,75,76,75,75,76,116002,74,72
1,83,84,83,83,83,84,116009,84,84
1,82,84,83,83,82,83,116010,83,82
1,78,78,77,78,74,79,116011,79,75
-1,78,79,80,81,81,75,116012,80,80
-1,77,77,78,79,78,76,116015,79,77
1,79,81,80,86,82,79,116017,84,83
-1,74,73,74,76,72,73,116020,76,72
1,78,80,79,82,79,78,116302,82,80
-1,76,75,76,67,77,74,116303,67,75
1,84,86,85,85,87,86,116325,85,89
-1,79,78,79,79,79,78,116326,77,78
1,78,80,79,81,78,80,116333,82,79
-1,75,76,77,78,77,74,116336,77,76
-3,74,72,75,77,75,71,116337,76,73
-1,73,73,74,73,74,73,116416,73,73
