leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,1,0,0,269,0,0,0,0,0,228505,3,0
0,0,0,0,31,2,1,269,0,0,0,0,0,219814,3,0
0,0,0,0,18,4,2,269,0,0,0,0,0,238725,3,0
0,0,0,0,32,5,3,269,0,0,0,0,0,250851,3,0
0,0,0,0,4,6,4,269,0,0,0,0,0,234827,3,0
0,0,0,0,24,8,5,269,0,0,0,0,0,264515,3,0
0,0,0,0,22,13,6,269,0,0,0,0,0,211671,3,0
0,0,0,0,10,15,7,269,0,0,0,0,0,172522,3,0
0,0,0,0,7,18,8,269,0,0,0,0,0,251356,3,0
0,0,0,0,36,24,9,269,0,0,0,0,0,257167,3,0
0,0,0,0,9,26,10,269,0,0,0,0,0,201876,3,0
0,0,0,0,11,28,11,269,0,0,0,0,0,242162,3,0
0,0,0,0,8,28,12,269,0,0,0,0,0,224483,3,0
0,0,0,0,5,28,13,269,0,0,0,0,0,225948,3,0
0,0,0,0,3,28,14,269,0,0,0,0,0,257072,3,0
0,0,0,0,16,28,15,269,0,0,0,0,0,215693,3,0
0,0,0,0,41,28,16,269,0,0,0,0,0,269903,3,0
0,0,0,0,14,28,17,269,0,0,0,0,0,215684,3,0
0,0,0,0,2,28,18,269,0,0,0,0,0,254638,3,0
0,0,0,0,20,28,19,269,0,0,0,0,0,275233,3,0
0,0,0,0,99,28,20,269,0,0,0,0,0,270368,3,0
0,0,0,0,19,28,21,269,0,0,0,0,0,269901,3,0
0,0,0,0,28,28,22,269,0,0,0,0,0,255185,3,0
0,0,0,0,40,29,23,269,0,0,0,0,0,259469,3,0
0,0,0,0,1,0,24,270,0,0,0,0,0,200209,3,0
0,0,0,0,5,3,25,270,0,0,0,0,0,262794,3,0
0,0,0,0,20,4,26,270,0,0,0,0,0,227520,3,0
0,0,0,0,40,6,27,270,0,0,0,0,0,262588,3,0
0,0,0,0,3,7,28,270,0,0,0,0,0,257036,3,0
0,0,0,0,6,13,29,270,0,0,0,0,0,250853,3,0
