overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
2,89,87,1,222665
2,91,89,9,203376
2,90,88,10,210257
2,90,88,10,218667
3,92,89,10,231866
2,88,86,10,237692
2,93,91,10,239085
2,91,89,10,239818
-2,85,87,11,200145
-1,86,87,18,200104
-1,84,85,18,220697
-2,88,90,21,202126
-3,82,85,21,209658
-3,84,87,21,212622
-3,83,86,21,222492
-1,83,84,21,235243
-2,82,84,21,237086
2,89,87,32,256630
3,89,86,44,208128
1,89,88,44,231478
-2,85,87,47,215698
-2,82,84,47,226754
-2,84,86,47,241721
2,89,87,73,207865
3,90,87,73,230621
1,92,91,73,231747
2,90,88,240,200389
2,92,90,241,188545
-2,87,89,241,192448
2,89,87,241,228702
-2,83,85,241,241486
-2,87,89,243,238794
1,89,88,243,239053
-2,82,84,457,227127
-1,83,84,114912,192505
2,90,88,115998,226302
2,89,87,115998,241846
-1,85,86,115998,248717
-1,86,87,116009,245802
3,89,86,116009,245872
-2,83,85,116009,265239
-2,82,84,116010,227255
-2,86,88,116010,227323
-3,82,85,116010,227392
-1,85,86,116012,247504
3,89,86,116017,257008
3,89,86,116034,233662
3,89,86,116034,237197
-1,84,85,116035,246641
1,89,88,116325,227190
