competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
2222,11,13,131125,2222,0,28,28,469,161311,157057,73800,116339,0,2222
2222,4,14,131391,2222,0,28,28,439,161311,157058,73800,116333,0,2222
2222,8,5,116334,2222,0,28,28,34,161311,157059,43200,116336,0,2222
2222,6,2,116326,2222,0,28,28,471,161311,157060,66600,116328,0,2222
2222,3,7,116337,2222,0,28,28,389,161311,157061,73800,116327,0,2222
2222,12,1,116325,2222,0,28,28,192,161311,157062,73800,116330,0,2222
2222,10,9,116332,2222,0,28,28,469,161311,157063,39600,116331,0,2222
2222,16,15,116340,2222,0,28,28,386,161311,157064,73800,116338,0,2222
39,5,29,691,39,0,14,16,196,161310,161582,70200,689,0,39
39,26,7,111138,39,0,15,15,196,161310,161583,70200,695,0,39
39,20,27,696,39,0,16,16,178,161310,161584,70200,111144,0,39
39,17,21,113018,39,0,15,17,178,161310,161585,70200,111140,0,39
39,11,6,112828,39,0,16,14,147,161316,161586,70200,687,0,39
39,14,24,112885,39,0,16,16,402,161317,161587,70200,698,0,39
39,19,10,114640,39,0,17,17,193,161317,161588,70200,688,0,39
39,2,23,111139,39,0,16,17,249,161317,161589,70200,111065,0,39
39,9,29,691,39,0,14,16,196,161317,161590,70200,101112,0,39
39,18,5,689,39,0,16,16,430,161317,161591,70200,114162,0,39
39,4,22,112606,39,0,16,16,180,161317,161592,70200,112996,0,39
39,1,16,112134,39,0,16,18,26,161317,161593,70200,112893,0,39
39,25,12,111651,39,0,17,17,32,161317,161594,70200,693,0,39
39,13,15,694,39,0,17,17,33,161317,161596,70200,114161,0,39
39,27,8,697,39,0,17,16,161,161317,161597,70200,696,0,39
39,3,28,111928,39,0,16,16,32,161317,161598,70200,113149,0,39
41,13,16,1757,41,0,11,12,34,161329,161927,68400,1756,0,41
41,6,2,919,41,0,13,11,249,161330,161929,68400,922,0,41
41,1,15,112199,41,0,11,12,228,161330,161930,68400,918,0,41
41,4,14,418,41,0,11,12,34,161330,161933,76500,417,0,41
41,8,5,300,41,0,11,11,249,161332,161934,54000,298,0,41
41,15,10,1463,41,0,11,11,34,161339,161940,61200,112199,0,41
56,15,8,433,56,0,12,12,176,161339,162175,50400,1439,0,56
56,7,1,320,56,0,13,12,179,161339,162176,59400,321,0,56
56,2,14,702,56,0,12,12,249,161340,162177,68400,710,0,56
56,11,9,700,56,0,13,12,179,161338,162178,54000,111705,0,56
56,10,3,112072,56,0,13,12,228,161338,162180,54000,113458,0,56
56,13,12,112126,56,0,12,12,35,161339,162181,50400,319,0,56
65,8,10,1572,65,0,19,21,469,161309,162419,71100,423,0,65
65,9,1,834,65,0,20,19,469,161309,162420,71100,837,0,65
65,2,7,305,65,0,18,21,34,161315,162423,71100,445,0,65
65,3,8,423,65,0,21,20,34,161315,162426,71100,306,0,65
2012,5,12,114628,2012,0,13,14,195,161316,162807,74100,111724,0,2012
2012,2,7,111774,2012,0,14,13,195,161316,162809,75600,112540,0,2012
2012,10,6,112163,2012,0,14,14,195,161317,162810,74100,111769,0,2012
2012,4,14,111779,2012,0,14,14,195,161317,162811,75600,111768,0,2012
2012,13,9,112985,2012,0,14,14,196,161318,162812,72000,131173,0,2012
2012,3,1,110955,2012,0,14,14,195,161318,162813,74100,116360,0,2012
83,11,3,1474,83,0,16,16,196,161317,163031,64800,980,0,83
83,5,4,112115,83,0,16,16,33,161317,163033,72000,112558,0,83
83,8,10,1477,83,0,16,16,180,161318,163034,64800,110765,0,83
83,9,1,1473,83,0,16,16,176,161318,163035,64800,982,0,83
83,6,12,2056,83,0,16,16,178,161318,163036,68400,1478,0,83
2221,10,8,116308,2221,0,10,11,158,161309,163481,72000,116306,0,2221
2221,1,9,116312,2221,0,10,11,153,161309,163482,68400,116307,0,2221
2221,11,5,116310,2221,0,10,10,430,161310,163483,45000,116311,0,2221
2221,7,4,116302,2221,0,11,11,435,161310,163485,68400,116303,0,2221
2221,13,2,116309,2221,0,11,11,178,161311,163487,61200,116300,0,2221
