overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,85,82,1,84,86
-1,78,80,81,83,79,78,2,81,77
1,84,84,83,84,81,85,9,85,81
-1,81,80,81,78,79,79,11,76,78
1,73,81,80,80,76,74,13,81,77
-1,80,80,81,83,80,78,18,82,79
-2,78,77,79,79,79,75,19,78,79
-1,83,83,84,90,84,81,21,90,83
1,81,82,81,81,82,81,22,81,83
-1,75,75,76,75,77,74,23,74,76
-1,76,75,76,77,76,76,25,76,75
2,75,78,76,80,75,77,36,81,77
-1,82,82,83,83,83,82,44,82,83
1,76,78,77,79,78,76,69,80,79
-1,81,82,83,84,81,81,73,82,80
-1,74,75,76,77,77,73,74,77,77
-2,76,75,77,78,77,73,110,78,75
2,74,78,76,76,77,76,175,76,79
1,76,78,77,80,77,77,236,82,79
2,78,80,78,80,78,80,237,81,78
1,72,76,75,78,75,73,245,79,75
1,77,77,76,75,76,78,246,77,76
1,76,79,78,81,78,77,325,83,80
1,73,76,75,74,73,74,327,75,74
-1,79,79,80,79,80,78,448,79,80
1,75,79,78,77,79,75,449,77,80
-1,76,75,76,77,76,75,453,76,75
1,80,80,79,80,77,82,481,81,77
1,75,79,78,81,78,76,605,82,79
1,75,78,77,75,76,78,1799,75,78
-1,77,76,77,76,76,75,1824,74,75
-1,76,75,76,75,76,75,1860,75,76
-1,74,75,76,79,75,73,1943,79,75
-1,74,77,78,78,78,73,110374,78,77
1,73,76,75,77,73,75,111974,78,73
2,73,77,75,86,75,74,112139,88,76
-1,79,79,80,81,80,77,115841,81,80
-1,78,78,79,79,78,77,115845,78,78
1,78,79,78,80,79,79,115997,81,80
1,80,83,82,84,82,80,115998,85,83
-1,76,76,77,77,77,73,115999,76,76
-1,76,75,76,75,75,75,116002,74,72
1,82,84,83,83,82,83,116010,83,83
-1,78,79,80,81,80,76,116012,81,78
1,77,80,79,82,79,77,116302,82,80
-1,75,76,77,75,77,75,116306,74,76
-1,79,77,78,79,78,78,116312,79,77
1,84,86,85,85,87,85,116325,85,88
1,79,80,79,79,79,80,116326,79,80
-1,78,78,79,81,79,77,116333,82,79
