overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
1,90,89,9,209331
2,91,89,9,212831
-2,86,88,10,210257
1,89,88,10,218667
-2,87,89,10,239818
-2,86,88,11,212198
2,89,87,18,200104
-3,84,87,21,167495
-2,88,90,21,202126
-3,84,87,21,212622
-2,84,86,21,222492
3,89,86,32,256630
3,87,84,44,177683
3,88,85,44,208128
3,89,86,44,224232
1,88,87,44,231478
3,89,86,45,186153
-1,86,87,47,215698
-2,89,91,73,231747
-1,87,88,240,200389
-2,88,90,241,188545
-3,83,86,241,210514
-2,85,87,241,228702
-2,84,86,241,251854
-2,84,86,241,253163
3,89,86,243,182521
-2,83,85,243,197445
-1,84,85,243,205452
3,88,85,243,243812
2,89,87,243,252371
-1,84,85,483,189513
-2,84,86,605,223848
-1,85,86,114912,211110
-2,85,87,115998,241846
2,89,87,116009,245802
-1,89,90,116010,227125
3,89,86,116012,247504
-1,84,85,116015,235657
3,89,86,116017,257008
2,91,89,116033,227310
3,91,88,116033,227316
-1,84,85,116033,227331
2,90,88,116033,245956
2,88,86,116034,233662
2,88,86,116034,237197
2,92,90,116325,227102
3,90,87,116325,227776
2,90,88,116325,237289
1,91,90,116325,241667
-2,86,88,116365,232293
