playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,236988,-1,-1,222665,-1,271808,231936,-1,278779,235790,240273,-1,-1,-1,205498,222665,-1,-1,234378,-1,246669,256958,-1,222665,207421,243715,246669,278773,-1,232938,-1,-1,201118,265693,-1,251566,231448,227813,-1,-1,-1,1,251805,248732,230666,-1,232580,222665,-1,251566,271743,-1,209989,233934,274387,-1,-1,246669,279124,222665,273925,213051,251566,-1,253452
-1,202811,241852,-1,-1,200458,-1,266609,227174,-1,275266,210881,212501,-1,-1,-1,229906,236499,-1,-1,236987,-1,238067,207948,-1,236499,216393,227678,200458,274348,-1,219693,-1,-1,268550,217036,-1,236499,205989,200458,-1,-1,-1,2,278017,212419,247172,-1,241464,210881,-1,236499,226162,-1,220440,207557,246923,-1,-1,236499,210635,236499,268583,267849,221697,-1,256556
-1,243158,220139,-1,-1,220139,-1,277556,248492,-1,-1,264120,278920,-1,-1,-1,238196,259240,-1,-1,212099,-1,232185,234319,-1,220139,234177,242751,235770,-1,-1,221281,-1,-1,264746,238336,-1,220139,273771,235770,-1,-1,-1,3,240595,256366,213905,-1,231540,220139,-1,220139,274959,-1,256358,251522,256965,-1,-1,220139,-1,220139,248534,246349,257063,-1,218343
-1,234803,220039,-1,-1,231951,-1,-1,229073,-1,-1,255913,212992,-1,-1,-1,221705,212366,-1,-1,231951,-1,243849,235807,-1,231951,244559,224447,231951,-1,-1,263906,-1,-1,236321,246002,-1,231951,254522,239540,-1,-1,-1,4,252895,240912,165191,-1,212090,212090,-1,212366,-1,-1,248718,219795,-1,-1,-1,220039,-1,231951,-1,278712,225867,-1,-1
-1,228789,247090,-1,-1,247090,-1,274066,238074,-1,257239,257534,230918,-1,-1,-1,257084,256079,-1,-1,238216,-1,202652,239231,-1,247090,254796,229942,247090,204246,-1,242578,-1,-1,263620,259307,-1,247090,256268,262859,-1,-1,-1,5,229984,232411,246340,-1,164240,238074,-1,238074,248695,-1,248465,269626,259356,-1,-1,257534,235454,247090,277904,277795,259197,-1,264115
-1,204935,208135,-1,-1,243657,-1,247764,152908,-1,-1,257057,211575,-1,-1,-1,270866,243657,-1,-1,232080,-1,243282,193474,-1,152908,251892,202695,243282,-1,-1,207599,-1,-1,263168,257896,-1,243657,225793,244380,-1,-1,-1,7,211117,277434,236276,-1,247649,202695,-1,152908,118794,-1,264039,237704,246950,-1,-1,221479,-1,152908,-1,180216,221479,-1,-1
-1,242656,247249,-1,-1,251954,-1,263734,270208,-1,-1,232104,246053,-1,-1,-1,243669,213654,-1,-1,235735,-1,251954,248384,-1,251954,258906,229266,251954,-1,-1,189456,-1,-1,206534,245715,-1,251954,186156,208892,-1,-1,-1,8,253969,241184,270206,-1,239360,239360,-1,251954,237935,-1,254121,193331,270209,-1,-1,247249,-1,251954,203570,243390,245637,-1,243702
-1,212831,253072,-1,-1,231281,-1,271976,231281,-1,278292,242434,266815,-1,-1,-1,189509,236772,-1,-1,239837,-1,209331,246104,-1,231281,242516,237678,231281,253428,-1,246174,-1,-1,273651,197061,-1,236772,232487,216267,-1,-1,-1,9,271975,194911,224458,-1,203376,203376,-1,231281,259430,-1,225100,240913,278894,-1,-1,209331,260406,231281,264298,232223,241084,-1,271974
-1,210257,239085,-1,-1,246191,-1,277427,188377,-1,-1,246191,241811,-1,-1,-1,224081,218667,-1,-1,231866,-1,237692,203574,-1,246191,207410,229237,246191,-1,-1,208920,-1,-1,157804,271574,-1,246191,253124,251517,-1,-1,-1,10,192985,262981,206517,-1,239818,188377,-1,246191,261621,-1,277295,200159,263955,-1,-1,239085,-1,246191,-1,234777,246420,-1,-1
-1,226753,259399,-1,-1,212198,-1,254088,234574,-1,268443,212198,258171,-1,-1,-1,190460,237238,-1,-1,224158,-1,255475,269136,-1,212198,211300,203263,212198,260910,-1,229880,-1,-1,233049,245279,-1,212198,169588,205988,-1,-1,-1,11,221363,233064,231677,-1,221660,212198,-1,212198,200145,-1,201535,243647,239301,-1,-1,212198,268445,212198,238041,253283,268438,-1,163264
