overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,75,77,76,78,76,76,7,78,76
1,80,82,81,80,79,81,11,80,80
-1,78,78,79,79,79,77,19,78,80
-1,76,75,76,75,76,75,23,75,75
-1,77,75,76,78,75,76,25,78,73
1,80,82,81,82,83,81,32,82,83
1,83,83,82,81,82,84,44,82,83
1,79,81,80,77,80,81,45,76,81
-1,71,73,74,73,75,69,70,73,75
-1,77,76,77,77,76,76,72,77,76
-1,75,76,77,76,78,75,175,74,79
-1,72,73,74,73,74,72,231,72,74
1,79,80,79,79,80,80,234,81,81
2,77,79,77,79,77,79,236,79,78
1,78,79,78,79,79,79,237,80,80
-1,81,82,83,84,83,80,240,84,83
1,77,79,78,81,78,78,325,81,79
1,76,79,78,79,78,76,326,80,79
-1,74,73,74,70,75,73,379,68,73
1,78,80,79,78,80,79,448,81,81
-1,75,75,76,77,76,74,453,75,76
1,78,79,78,80,78,78,483,79,79
-1,76,76,77,75,76,75,1799,76,75
1,78,78,77,75,77,78,1808,75,78
-1,76,76,77,76,76,76,1824,74,74
-1,75,76,77,77,76,74,1925,77,74
-1,74,75,76,77,75,73,1943,77,75
-1,74,73,74,75,74,74,100409,73,72
-1,75,77,78,78,77,73,110374,77,77
-1,73,73,74,76,73,73,110832,75,73
-1,73,74,75,78,73,71,111974,77,73
1,79,81,80,83,78,80,114912,84,80
-1,76,79,80,81,80,74,115841,81,78
1,78,79,78,78,78,78,115845,80,79
1,82,83,82,82,82,84,115995,82,84
1,76,78,77,77,77,77,115999,78,78
-1,76,75,76,75,75,74,116002,74,73
-1,83,82,83,83,83,82,116009,83,82
1,82,84,83,74,82,84,116010,74,83
-1,78,76,77,78,74,77,116011,78,74
1,77,81,80,81,81,78,116012,83,81
1,79,81,80,82,82,79,116017,82,84
1,83,85,84,86,83,84,116033,88,84
-1,78,76,77,73,77,77,116037,73,77
1,85,86,85,84,87,85,116325,85,89
1,78,80,79,79,78,78,116326,80,80
-1,79,78,79,79,80,77,116327,78,79
-2,75,73,75,78,74,73,116328,76,72
2,78,80,78,81,78,80,116333,83,80
2,75,78,76,78,77,77,116336,78,77
