playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,230666,-1,-1,222665,-1,273925,231936,-1,274388,235790,256958,-1,-1,-1,231448,222665,-1,-1,234378,-1,246669,205498,-1,222665,236988,243715,246669,278773,-1,232938,-1,-1,201118,265693,-1,251566,213051,227813,-1,-1,-1,1,251805,248732,207421,-1,232580,222665,-1,251566,271743,-1,240273,233934,274387,-1,-1,246669,-1,222665,270390,209989,251566,-1,273926
-1,202811,241852,-1,-1,200458,-1,279634,227174,-1,264209,229906,260247,-1,-1,-1,238067,236499,-1,-1,236987,-1,210881,246923,-1,236499,216393,227678,200458,261335,-1,219693,-1,-1,266609,217036,-1,236499,220440,200458,-1,-1,-1,2,212419,278017,247172,-1,241464,210881,-1,236499,243917,-1,205989,207557,274348,-1,-1,236499,210635,236499,70034,226162,221697,-1,275266
-1,243158,220139,-1,-1,220139,-1,266095,232185,-1,-1,264120,242749,-1,-1,-1,257400,256358,-1,-1,212099,-1,238196,221281,-1,220139,246349,242751,235770,-1,-1,238336,-1,-1,264746,256556,-1,220139,273771,235770,-1,-1,-1,3,240595,274841,213905,-1,231540,220139,-1,220139,256366,-1,173671,251522,254588,-1,-1,220139,-1,220139,248534,278920,257063,-1,218343
-1,234803,220039,-1,-1,231951,-1,240912,229073,-1,-1,255913,224447,-1,-1,-1,235807,212366,-1,-1,231951,-1,243849,244559,-1,231951,221705,239540,231951,-1,-1,254327,-1,-1,263906,252897,-1,231951,165191,248718,-1,-1,-1,4,212992,246002,225509,-1,212090,212090,-1,212366,278712,-1,263685,219795,236321,-1,-1,220039,-1,231951,-1,254522,225867,-1,-1
-1,269626,238216,-1,-1,257534,-1,273883,259307,-1,257239,257534,277795,-1,-1,-1,254796,256079,-1,-1,247090,-1,202652,263620,-1,257534,246340,229942,257534,274066,-1,239231,-1,-1,259356,242578,-1,257534,257084,262859,-1,-1,-1,5,238074,228789,259197,-1,164240,262859,-1,202652,230918,-1,229984,204246,270039,-1,-1,257534,278286,257534,261375,248695,232411,-1,264115
-1,204935,208135,-1,-1,243282,-1,247764,257896,-1,270676,257057,211575,-1,-1,-1,270866,243657,-1,-1,232080,-1,243282,193474,-1,243282,236276,202695,243282,266871,-1,207599,-1,-1,263168,152908,-1,243282,225793,244380,-1,-1,-1,7,211117,277434,251892,-1,247649,202695,-1,243282,118794,-1,264039,237704,246950,-1,-1,221479,-1,243282,279625,180216,221479,-1,268632
-1,242656,247249,-1,-1,251954,-1,-1,270208,-1,-1,232104,225147,-1,-1,-1,258906,213654,-1,-1,235735,-1,251954,248384,-1,251954,243669,229266,251954,-1,-1,189456,-1,-1,237935,245715,-1,251954,254121,208892,-1,-1,-1,8,241184,263734,270206,-1,239360,239360,-1,251954,266074,-1,246053,193331,203570,-1,-1,247249,-1,251954,-1,206534,245637,-1,-1
-1,212831,253072,-1,-1,231281,-1,247601,231281,-1,278292,242434,273651,-1,-1,-1,232487,236772,-1,-1,239837,-1,209331,246104,-1,231281,242516,237678,231281,260406,-1,246174,-1,-1,266815,225100,-1,236772,189509,216267,-1,-1,-1,9,271975,194911,224458,-1,203376,203376,-1,231281,259430,-1,232223,240913,278894,-1,-1,209331,-1,231281,264298,197061,241084,-1,271974
-1,210257,239085,-1,-1,246191,-1,277427,188377,-1,-1,246191,241811,-1,-1,-1,207410,218667,-1,-1,231866,-1,237692,203574,-1,246191,192985,239818,246191,-1,-1,229237,-1,-1,157804,271574,-1,246191,253124,251517,-1,-1,-1,10,70035,276621,206517,-1,208920,188377,-1,246191,261621,-1,277295,200159,263955,-1,-1,239085,-1,246191,269688,279624,246420,-1,-1
-1,226753,212198,-1,-1,212198,-1,260910,234574,-1,-1,255475,221660,-1,-1,-1,224158,269136,-1,-1,200145,-1,268438,237238,-1,212198,190460,201535,212198,-1,-1,203263,-1,-1,233064,229880,-1,212198,254088,205988,-1,-1,-1,11,211300,238041,231677,-1,169588,212198,-1,212198,163264,-1,268414,243647,269233,-1,-1,212198,-1,212198,268435,239301,259399,-1,268437
-1,232110,253054,-1,-1,183422,-1,203783,186156,-1,-1,253055,254470,-1,-1,-1,202693,227806,-1,-1,183422,-1,253407,252066,-1,183422,233487,229682,183422,-1,-1,262255,-1,-1,260402,259442,-1,183422,211009,260842,-1,-1,-1,12,251176,259751,261432,-1,213697,183422,-1,183422,182365,-1,236530,239358,279251,-1,-1,183422,-1,183422,221600,241523,237295,-1,232413
-1,220407,196978,-1,-1,186345,-1,270617,186345,-1,258513,274246,254243,-1,-1,-1,203487,247851,-1,-1,237161,-1,230977,262118,-1,186345,206085,210047,186345,275876,-1,207650,-1,-1,203841,266127,-1,186345,204355,198032,-1,-1,-1,13,237329,233731,234742,-1,251809,186345,-1,186345,218659,-1,186395,203775,254135,-1,-1,196978,268910,186345,198039,223334,242964,-1,271822
-1,199641,236015,-1,-1,236015,-1,261647,224656,-1,251423,257470,213135,-1,-1,-1,273106,235642,-1,-1,237819,-1,240740,231340,-1,236015,235173,202750,236015,263950,-1,225859,-1,-1,233267,243057,-1,236015,245541,206086,-1,-1,-1,14,251530,230978,268837,-1,278016,235642,-1,236015,170084,-1,207863,211990,70229,-1,-1,236015,251524,236015,70228,186801,192123,-1,232081
-1,172723,247279,-1,-1,238490,-1,276721,237000,-1,-1,225785,257105,-1,-1,-1,186783,233957,-1,-1,193942,-1,238490,242787,-1,228120,241075,193011,228120,-1,-1,235156,-1,-1,243393,230815,-1,238490,208806,228120,-1,-1,-1,15,274931,261032,208159,-1,230774,172723,-1,238490,250804,-1,206115,205352,265441,-1,-1,238490,-1,238490,278027,277658,272365,-1,268544
-1,243585,221841,-1,-1,202282,-1,276120,227927,-1,-1,202282,256035,-1,-1,-1,213693,237916,-1,-1,240097,-1,257612,231044,-1,226012,207807,252793,202282,-1,-1,202697,-1,-1,217096,222156,-1,202282,276695,226012,-1,-1,-1,17,279497,278957,226093,-1,220570,221841,-1,226012,236325,-1,220196,189324,279579,-1,-1,221841,-1,202282,244319,277561,263953,-1,271669
-1,240091,231943,-1,-1,247394,-1,236568,243576,-1,-1,220697,246785,-1,-1,-1,213648,259868,-1,-1,227535,-1,247394,236480,-1,243576,251421,232488,247394,-1,-1,241042,-1,-1,235883,247204,-1,243576,260105,259583,-1,-1,-1,18,226226,246791,212188,-1,264453,200104,-1,243576,279117,-1,205923,172203,261025,-1,-1,200104,-1,243576,236239,278557,200104,-1,269250
-1,193105,205569,-1,-1,205569,-1,70446,244470,-1,-1,245155,189615,-1,-1,-1,271227,236792,-1,-1,235844,-1,233927,224081,-1,205569,195859,242000,205569,274094,-1,215798,-1,-1,70230,183855,-1,205569,241842,210736,-1,-1,-1,19,244191,274102,190717,-1,204311,204311,-1,205569,276460,-1,244749,164835,278097,-1,-1,233927,-1,205569,278100,272936,224371,-1,278098
-1,167495,256790,-1,-1,222492,-1,278252,236401,-1,277669,189596,206113,-1,-1,-1,271916,275298,-1,-1,209658,-1,222492,235243,-1,222492,268421,229558,275298,204472,-1,209889,-1,-1,277668,248266,-1,275298,277823,234396,-1,-1,-1,21,276004,212622,183569,-1,237086,167495,-1,222492,225375,-1,202335,186569,278251,-1,-1,202126,70448,222492,269497,213345,202126,-1,279622
-1,235073,212194,-1,-1,212194,-1,240008,202371,-1,263514,231447,251852,-1,-1,-1,235407,204923,-1,-1,208333,-1,233049,266032,-1,212194,188350,178603,212194,274126,-1,212190,-1,-1,262105,224196,-1,212194,205693,248465,-1,-1,-1,22,229891,70728,240833,-1,247819,208333,-1,212194,248820,-1,224425,241050,264543,-1,-1,208333,-1,212194,263279,246863,205431,-1,262298
-1,235018,206467,-1,-1,220876,-1,233728,221491,-1,275426,250723,198077,-1,-1,-1,239367,257919,-1,-1,220876,-1,256781,250724,-1,220876,234943,233152,220876,190520,-1,243133,-1,-1,223550,222493,-1,220876,264763,222028,-1,-1,-1,23,272555,276358,246919,-1,231838,222028,-1,220876,204024,-1,223724,257273,177475,-1,-1,206467,70149,220876,279246,271119,227558,-1,272882
-1,262659,234875,-1,-1,212096,-1,-1,260930,-1,-1,232639,256118,-1,-1,-1,199897,226168,-1,-1,259714,-1,212096,262672,-1,212096,234171,231366,212096,-1,-1,209846,-1,-1,262665,253170,-1,212096,239696,208335,-1,-1,-1,25,257877,190666,216497,-1,207862,212096,-1,212096,263022,-1,262668,234833,206145,-1,-1,212096,-1,212096,-1,244112,199439,-1,-1
-1,211946,246845,-1,-1,244133,-1,239606,242562,-1,-1,262984,200433,-1,-1,-1,251482,243801,-1,-1,238637,-1,229910,202151,-1,244133,224094,224250,244133,-1,-1,244859,-1,-1,246256,223595,-1,244133,244942,211982,-1,-1,-1,27,243360,276327,253173,-1,244133,211946,-1,244133,269916,-1,232669,226524,260241,-1,-1,247187,-1,244133,270110,222521,247187,-1,274696
-1,212197,236533,-1,-1,234728,-1,255036,251464,-1,-1,234728,246301,-1,-1,-1,239712,240683,-1,-1,212321,-1,234640,243904,-1,234728,258377,262869,234728,-1,-1,236541,-1,-1,214948,238593,-1,234728,262045,232839,-1,-1,-1,28,272387,274038,213134,-1,242527,240683,-1,234728,271214,-1,263310,257480,246666,-1,-1,234728,-1,234728,189387,265643,224970,-1,279101
-1,244417,235360,-1,-1,223755,-1,257190,227873,-1,-1,238662,242744,-1,-1,-1,244234,69983,-1,-1,247721,-1,223755,262754,-1,223755,229171,262119,247721,-1,-1,201925,-1,-1,235056,210304,-1,238662,229267,216381,-1,-1,-1,29,248434,230047,255562,-1,256705,216381,-1,223755,270603,-1,271681,243735,205086,-1,-1,235360,-1,223755,208679,211848,252710,-1,-1
-1,224041,195038,-1,-1,195038,-1,274944,250854,-1,271694,254660,206198,-1,-1,-1,200318,269922,-1,-1,256942,-1,242997,240916,-1,195038,238957,234727,195038,264380,-1,222692,-1,-1,218534,248878,-1,195038,223633,277887,-1,-1,-1,31,273667,273931,238656,-1,239340,195038,-1,195038,267460,-1,244692,156437,264409,-1,-1,195038,-1,195038,239510,220085,212626,-1,270016
-1,190941,256630,-1,-1,210035,-1,278750,246875,-1,-1,210035,247679,-1,-1,-1,212242,199503,-1,-1,231521,-1,210324,237328,-1,210035,255223,213331,210324,-1,-1,256197,-1,-1,210366,250955,-1,210324,246618,253149,-1,-1,-1,32,232270,261360,224179,-1,247263,190941,-1,210035,272924,-1,275028,242948,273772,-1,-1,231521,-1,210035,-1,273827,234236,-1,-1
-1,276331,212997,-1,-1,211850,-1,263404,256770,-1,-1,238647,220881,-1,-1,-1,251632,223679,-1,-1,211850,-1,243041,225564,-1,212997,240027,238779,212997,-1,-1,243773,-1,-1,276325,270400,-1,212997,269992,251688,-1,-1,-1,33,275274,258005,246613,-1,251400,238779,-1,212997,276783,-1,70668,243778,224421,-1,-1,238647,-1,211850,-1,204763,262776,-1,-1
-1,208375,183714,-1,-1,243887,-1,250813,258407,-1,-1,243887,241085,-1,-1,-1,277373,221885,-1,-1,239099,-1,251545,215604,-1,243887,276602,201122,243887,-1,-1,229155,-1,-1,265749,223641,-1,221885,189410,269248,-1,-1,-1,34,198617,262183,237509,-1,199761,183714,-1,243887,279483,-1,262212,179783,70237,-1,-1,183714,-1,243887,279656,251992,212240,-1,107084
-1,223885,252259,-1,-1,250959,-1,264529,242602,-1,278177,245940,252448,-1,-1,-1,217648,250959,-1,-1,239096,-1,241925,234205,-1,241925,218339,229476,250959,263135,-1,229584,-1,-1,276304,247360,-1,241925,241689,227647,-1,-1,-1,36,254480,270901,244176,-1,252512,229476,-1,215441,279623,-1,239138,223603,271114,-1,-1,215441,69987,250959,238476,238379,215441,-1,263881
-1,227370,266183,-1,-1,197031,-1,278915,206591,-1,275943,239701,261182,-1,-1,-1,203106,261659,-1,-1,247771,-1,232711,193631,-1,197031,220971,212977,197031,279691,-1,246836,-1,-1,236583,221354,-1,197031,221168,207897,-1,-1,-1,38,274924,268436,220883,-1,237595,237595,-1,197031,271247,-1,254022,258085,275960,-1,-1,197031,256830,197031,210041,243350,197031,-1,279692
-1,177683,228093,-1,-1,208128,-1,-1,198176,-1,-1,192883,219715,-1,-1,-1,193082,224232,-1,-1,184392,-1,226268,258648,-1,208128,239807,199845,208128,-1,-1,203483,-1,-1,233096,241736,-1,208128,229857,208128,-1,-1,-1,44,279794,264699,184200,-1,237383,231478,-1,208128,226851,-1,184941,228413,70471,-1,-1,208128,-1,208128,-1,246800,231478,-1,-1
-1,186153,246430,-1,-1,208574,-1,256402,266872,-1,-1,210008,206058,-1,-1,-1,268802,238744,-1,-1,258966,-1,208574,241496,-1,222077,236610,239580,208574,-1,-1,272379,-1,-1,271583,211320,-1,208574,235805,222077,-1,-1,-1,45,189342,278926,205175,-1,199304,199304,-1,208574,252339,-1,253162,198009,276798,-1,-1,246430,-1,208574,-1,191043,277954,-1,-1
-1,215698,178509,-1,-1,240638,-1,278237,228881,-1,-1,253177,252060,-1,-1,-1,242530,213666,-1,-1,240638,-1,227796,226754,-1,240638,232432,179645,240638,-1,-1,243627,-1,-1,220477,232756,-1,240638,240277,203551,-1,-1,-1,47,140293,277022,246172,-1,232656,228881,-1,240638,271579,-1,255654,216065,278351,-1,-1,178509,-1,240638,278928,256261,241721,-1,-1
