overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,85,83,1,84,86
-1,80,80,81,82,79,79,2,83,79
1,76,77,76,78,76,77,7,78,76
1,81,82,81,82,81,82,18,83,80
-1,78,78,79,79,79,77,19,78,79
-2,83,82,84,90,82,81,21,88,81
-1,80,80,81,81,81,79,22,80,80
-2,77,74,76,76,76,76,25,74,74
1,76,77,76,77,75,77,36,78,77
1,83,83,82,82,82,83,44,82,83
1,79,81,80,81,80,80,45,81,81
1,80,82,81,81,81,81,47,83,82
-1,75,75,76,79,75,75,54,81,74
-1,78,76,77,76,76,78,64,75,75
-1,73,75,76,77,76,73,74,77,75
2,74,76,74,73,75,76,169,76,76
-1,75,75,76,74,76,74,175,74,74
-1,75,75,76,78,76,74,189,78,76
-1,76,77,78,80,77,75,236,80,76
1,78,79,78,79,79,79,237,80,79
-1,81,82,83,84,83,81,240,83,83
2,76,78,76,75,76,79,246,77,77
1,76,78,77,79,77,77,247,80,78
1,76,79,78,79,78,76,326,80,79
1,75,77,76,77,76,75,479,79,76
-1,77,77,78,80,78,76,483,79,78
1,75,79,78,81,78,77,605,81,79
-1,76,76,77,75,77,75,1799,75,76
-1,77,76,77,76,76,76,1824,74,75
-2,76,74,76,75,75,75,1831,74,74
-1,76,75,76,75,76,75,1860,75,75
-1,76,76,77,77,76,75,1925,78,75
1,75,77,76,76,75,76,10029,77,76
-1,78,78,79,78,80,77,110062,81,79
-1,74,77,78,78,78,74,110374,77,77
1,79,81,80,80,80,80,112172,81,81
1,79,81,80,82,79,80,114912,82,80
-1,79,79,80,80,80,78,115841,79,80
-2,78,77,79,79,78,77,115845,79,77
-1,77,77,78,79,78,76,116015,79,78
1,79,81,80,86,82,78,116017,87,83
1,77,79,78,78,79,77,116035,78,80
-1,78,76,77,76,77,77,116037,75,76
1,76,77,76,67,76,77,116303,67,76
1,79,79,78,78,79,79,116312,78,80
1,84,86,85,85,87,86,116325,86,88
1,79,80,79,79,79,80,116326,80,80
1,79,80,79,80,79,80,116327,80,80
-2,78,77,79,81,78,77,116333,80,77
1,79,81,80,81,80,79,116365,83,82
